"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","Y1","Y2","Y3"
"309543",949543,3,2020,3,NA,3,3,2,25,1,5,2,NA,1,0,1,1,6,0,0,2,3,8,2,NA,0,3,1,1995,NA,8,0,3.5,1,1,3,3,6,NA,NA,NA,2,NA,1995,3,"949543_3",11328,"B",-16.6717183490931,-8.25248500723865,-8.2374929473933
"309544",949543,4,2020,3,NA,3,3,2,21,1,4,2,NA,1,0,1,1,3,0,0,1,3,4,2,NA,0,3,1,1999,NA,4,0,3.5,1,1,3,3,6,NA,NA,NA,1,NA,1999,4,"949543_4",11329,"B",-1.91229886012974,-5.12738952422961,-5.13656775571249
"309545",949543,5,2020,3,NA,3,3,1,17,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2003,NA,NA,0,3.5,0,0,3,3,6,NA,NA,NA,10,NA,2003,5,"949543_5",11330,"B",-12.2475799835905,-7.0347315037035,-7.02894878425874
"309546",949543,6,2020,3,NA,3,3,1,14,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2006,NA,NA,0,3.5,0,0,3,3,6,NA,NA,NA,10,NA,2006,6,"949543_6",11331,"B",-14.6508933860996,-7.52067492894856,-7.58848205602434
"309547",949547,1,2020,3,NA,3,1,1,73,5,3,NA,NA,3,4,1,1,NA,1,1,7,3,NA,1,NA,0,3,1,1947,NA,NA,1,2,1,0,2,1,3,NA,NA,NA,10,5,1947,1,"949547_1",11332,"B",6.79933010341329,1.26927396766615,1.23458038323043
"309548",949547,2,2020,3,NA,3,2,2,54,4,4,2,NA,1,0,1,1,6,0,0,3,3,8,1,NA,0,1,1,1966,NA,8,0,2,1,1,2,1,3,NA,NA,NA,3,NA,1966,2,"949547_2",11333,"B",4.82372992762361,-0.463131612094985,-0.505944051618624
"309549",949547,3,2020,3,NA,3,3,1,19,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2001,NA,NA,0,2,0,0,2,1,3,NA,NA,NA,10,NA,2001,3,"949547_3",11334,"B",8.55285559160611,2.74902166216442,2.70050029933879
"309550",949549,1,2020,3,NA,3,1,2,69,5,4,NA,NA,3,4,1,1,NA,1,1,7,3,NA,1,NA,0,3,1,1951,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,3,1951,1,"949549_1",11335,"B",3.54312977187808,-1.64610417802491,-1.69411574591689
"309551",949549,2,2020,3,NA,3,2,1,69,5,4,NA,NA,3,4,1,1,NA,0,0,7,3,NA,1,NA,0,3,1,1951,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,7,1951,2,"949549_2",11336,"B",-14.1119416516367,-7.40801053459351,-7.41938708403146
"309552",949550,1,2020,3,NA,3,1,1,37,2,4,2,NA,1,0,1,1,6,1,1,1,3,8,2,NA,0,3,1,1983,NA,8,1,1.8,1,1,2,2,3,NA,67,NA,1,NA,1983,1,"949550_1",11337,"B",2.59959332366067,-2.4333725454406,-2.45444017927947
"309553",949550,2,2020,3,NA,3,2,2,38,2,4,2,NA,1,0,1,1,6,0,0,2,3,8,2,NA,0,3,1,1982,NA,8,0,1.8,1,1,2,2,3,NA,NA,NA,2,NA,1982,2,"949550_2",11338,"B",3.5088451993521,-1.66488528146079,-1.73542320211971
"309555",949551,1,2020,3,NA,3,1,2,61,4,3,NA,NA,3,5,1,1,NA,1,1,7,3,NA,4,NA,0,NA,NA,1959,NA,NA,0,2.3,1,0,3,1,4,1,NA,NA,10,1,1959,1,"949551_1",11339,"B",-0.893267765214024,-4.5945097042809,-4.61690716105526
"309556",949551,2,2020,3,NA,3,3,1,38,2,3,2,NA,1,0,1,1,6,0,0,1,3,8,1,NA,0,NA,NA,1982,NA,8,1,2.3,1,1,3,1,4,1,NA,NA,1,NA,1982,2,"949551_2",11340,"B",2.76839002947494,-2.2940997198647,-2.34752853054331
"309557",949551,3,2020,3,NA,3,4,2,26,1,3,NA,NA,3,5,1,1,NA,0,0,7,3,NA,1,NA,0,16,3,1994,NA,NA,0,2.3,1,0,3,1,4,NA,NA,NA,10,2,1994,3,"949551_3",11341,"B",-17.9191766431911,-8.7996359704219,-8.74985546963543
"309559",949558,1,2020,8,NA,3,1,1,86,5,3,2,NA,2,0,2,1,6,1,1,6,2,8,4,NA,0,8,1,1934,NA,8,1,1,1,1,1,1,1,NA,65,NA,8,NA,1934,1,"949558_1",11342,"B",-6.22458463546444,-6.17147175248243,-6.17740617264162
"309560",949568,1,2020,8,NA,3,1,1,39,2,5,2,NA,2,0,2,1,2,1,1,5,2,3,2,NA,0,8,1,1981,NA,3,1,1,1,1,1,1,1,NA,70,NA,5,NA,1981,1,"949568_1",11343,"B",-2.41888698016326,-5.31100437652608,-5.32228416579089
"309561",949584,1,2020,8,NA,4,1,1,64,4,5,2,NA,2,0,2,1,6,1,1,5,3,7,2,NA,0,8,1,1956,NA,7,1,1,1,1,1,1,1,NA,70,NA,5,NA,1956,1,"949584_1",11344,"B",-8.77675780446665,-6.50148893695509,-6.52167018383703
"309562",949587,1,2020,8,NA,4,1,2,58,4,5,NA,NA,3,2,2,1,NA,1,0,7,3,NA,1,NA,0,15,3,1962,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1962,1,"949587_1",11345,"B",0.482498102113851,-3.84956636587181,-3.84831035479741
"309563",949587,2,2020,8,NA,4,2,1,61,4,5,2,NA,3,4,2,1,6,0,1,7,3,7,1,NA,0,16,3,1959,NA,7,1,1.5,1,1,1,1,2,NA,NA,NA,10,6,1959,2,"949587_2",11346,"B",2.32343118265164,-2.6680907807928,-2.6715674233562
"309564",949590,1,2020,8,NA,4,1,2,66,5,5,2,NA,2,0,2,1,6,1,1,5,3,8,1,NA,0,11,2,1954,NA,8,1,1.5,1,1,2,2,2,NA,75,NA,5,NA,1954,1,"949590_1",11347,"B",-22.1050704908894,-11.5637006196466,-11.5242008938275
"309565",949590,2,2020,8,NA,4,2,1,64,4,5,2,NA,2,0,2,1,6,0,0,5,3,8,1,NA,0,8,1,1956,NA,9,0,1.5,1,1,2,2,2,NA,NA,NA,5,NA,1956,2,"949590_2",11348,"B",-4.05199817386136,-5.8275611797967,-5.79336171332253
"309566",949595,1,2020,8,NA,4,1,2,63,4,4,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,NA,0,8,1,1957,NA,NA,0,2,1,0,2,0,3,NA,NA,NA,10,2,1957,1,"949595_1",11349,"B",3.28242563820582,-1.88660760921545,-1.92528738336392
"309567",949595,2,2020,8,NA,4,2,1,66,5,4,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,8,1,1954,NA,NA,1,2,1,0,2,0,3,NA,NA,NA,10,9,1954,2,"949595_2",11350,"B",-0.883965945182142,-4.58112248542146,-4.611776149377
"309568",949595,3,2020,8,NA,4,3,1,21,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,1999,NA,NA,0,2,0,0,2,0,3,NA,NA,NA,10,NA,1999,3,"949595_3",11351,"B",7.04915193332126,1.47373454629968,1.40437965736859
"309569",949599,1,2020,8,NA,4,1,1,51,4,3,2,NA,2,0,2,1,3,1,1,6,3,4,1,NA,0,8,1,1969,NA,4,1,2.5,1,1,2,2,4,NA,75,NA,8,NA,1969,1,"949599_1",11352,"B",-10.6962160088921,-6.75150038790895,-6.75339036840093
"309570",949599,2,2020,8,NA,4,2,2,50,3,5,2,NA,2,0,2,1,3,0,0,6,3,4,1,NA,0,8,1,1970,NA,4,0,2.5,1,1,2,2,4,NA,NA,NA,8,NA,1970,2,"949599_2",11353,"B",-0.800086111925118,-4.55278443280275,-4.58251462628304
"309571",949599,3,2020,8,NA,4,3,2,19,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2001,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2001,3,"949599_3",11354,"B",-22.6476024916024,-11.940412570415,-11.8700363254684
"309572",949599,4,2020,8,NA,4,3,1,18,1,3,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2002,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2002,4,"949599_4",11355,"B",6.41781935815509,0.890224043947173,0.794138138351845
"309573",949649,1,2020,8,NA,4,1,1,56,4,5,2,NA,1,0,2,1,6,1,1,2,3,8,1,NA,0,8,1,1964,NA,9,1,2,1,1,2,2,3,NA,67,NA,2,NA,1964,1,"949649_1",11356,"B",-11.3061819312504,-6.83725880780576,-6.82721380542128
"309574",949649,2,2020,8,NA,4,2,2,56,4,5,2,NA,1,0,2,1,6,0,0,2,3,8,1,NA,0,8,1,1964,NA,9,0,2,1,1,2,2,3,NA,65,NA,2,NA,1964,2,"949649_2",11357,"B",-6.05786919233598,-6.14406579261373,-6.14404739430414
"309575",949649,3,2020,8,NA,4,3,2,17,1,3,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2003,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,2003,3,"949649_3",11358,"B",-2.28708714963619,-5.27466324163509,-5.28001297984992
"309576",949653,1,2020,8,NA,4,1,2,53,4,5,2,NA,1,0,2,1,3,1,1,2,3,4,2,NA,0,8,1,1967,NA,4,1,1,1,1,1,1,1,NA,70,NA,2,NA,1967,1,"949653_1",11359,"B",-0.794147787555016,-4.5511178362092,-4.58010506352822
"309577",949667,1,2020,11,NA,4,1,2,44,3,5,2,NA,2,0,3,2,3,1,1,6,3,4,3,NA,0,NA,NA,1976,NA,4,1,1.5,1,1,2,1,2,2,70,NA,7,NA,1976,1,"949667_1",11360,"B",-2.09841003781604,-5.19687692320605,-5.20511078409322
"309578",949667,2,2020,11,NA,4,4,2,83,5,2,NA,NA,3,4,3,2,NA,0,0,7,3,NA,4,NA,0,NA,NA,1937,NA,NA,0,1.5,1,0,2,1,2,2,NA,NA,10,NA,1937,2,"949667_2",11361,"B",-3.32467195083202,-5.62134288365017,-5.59912297350578
"309579",949671,1,2020,8,NA,4,1,2,26,1,5,2,NA,1,0,2,1,6,1,1,1,3,8,1,NA,0,8,1,1994,NA,9,1,1.5,1,1,2,2,2,NA,80,NA,1,NA,1994,1,"949671_1",11362,"B",-12.263680725658,-7.03998307112644,-7.02989370542463
"309580",949671,2,2020,8,NA,4,2,1,34,2,3,2,NA,1,0,2,1,2,0,0,1,3,2,1,NA,0,8,1,1986,NA,2,0,1.5,1,1,2,2,2,NA,NA,NA,1,NA,1986,2,"949671_2",11363,"B",-2.41888698016326,-5.31100437652608,-5.32228416579089
"309581",949674,1,2020,12,NA,5,1,2,27,1,3,2,NA,1,0,3,2,3,1,1,1,4,4,1,NA,0,NA,NA,1993,NA,4,0,1.8,1,1,2,2,3,2,65,NA,1,NA,1993,1,"949674_1",11364,"B",4.10279402788757,-1.16061753177013,-1.20995927159033
"309582",949674,2,2020,12,NA,5,2,1,27,1,3,2,NA,1,0,3,2,3,0,0,1,4,4,1,NA,0,NA,NA,1993,NA,4,1,1.8,1,1,2,2,3,2,NA,NA,1,NA,1993,2,"949674_2",11365,"B",-3.44573697396072,-5.66445524323994,-5.64665819851053
"309584",949682,1,2020,9,NA,5,1,1,68,5,5,2,NA,2,0,3,2,6,1,1,6,3,8,3,NA,0,9,2,1952,NA,9,1,1,1,1,1,1,1,NA,69,NA,7,NA,1952,1,"949682_1",11366,"B",-4.6147768249759,-5.92882015699154,-5.91652537551197
"309585",949685,1,2020,9,NA,2,1,1,48,3,4,2,NA,2,0,3,2,6,1,1,6,1,7,1,NA,0,9,2,1972,NA,7,1,2.5,1,1,1,1,4,NA,65,NA,8,NA,1972,1,"949685_1",11367,"B",-18.7064709021835,-9.23796555413016,-9.20559203927878
"309586",949685,2,2020,9,NA,2,2,2,47,3,4,NA,NA,3,2,3,2,NA,0,0,7,1,NA,1,NA,0,9,2,1973,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,1973,2,"949685_2",11368,"B",-12.706254450306,-7.12402847369116,-7.10954993346507
"309587",949685,3,2020,9,NA,2,3,2,23,1,5,NA,NA,3,6,3,2,NA,0,0,7,1,NA,2,NA,0,9,2,1997,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,1997,3,"949685_3",11369,"B",2.45708337901812,-2.56602541267478,-2.56926230572451
"309588",949685,4,2020,9,NA,2,3,1,17,1,3,NA,NA,3,6,3,2,NA,0,0,7,1,NA,2,NA,0,9,2,2003,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,2003,4,"949685_4",11370,"B",4.7250480337837,-0.561045230388752,-0.605266315181195
"309589",949711,1,2020,9,NA,5,1,1,62,4,4,2,NA,2,0,3,2,5,1,1,5,3,6,1,NA,0,9,2,1958,NA,6,1,3,1,1,4,4,5,NA,64,NA,5,NA,1958,1,"949711_1",11371,"B",2.47086685671484,-2.55250559225217,-2.55806022086166
"309590",949711,2,2020,9,NA,5,4,1,94,5,1,NA,NA,3,7,3,2,NA,0,0,7,3,NA,4,NA,0,9,2,1926,NA,NA,0,3,0,0,4,4,5,NA,NA,NA,10,NA,1926,2,"949711_2",11372,"B",0.00411553982010737,-4.13735458521566,-4.16000092975689
"309591",949711,3,2020,9,NA,5,2,2,58,4,4,2,NA,1,0,3,2,6,0,0,4,3,8,1,NA,0,9,2,1962,NA,9,0,3,1,1,4,4,5,NA,NA,NA,4,NA,1962,3,"949711_3",11373,"B",9.89325671678724,3.99970568653012,3.68071622178115
"309592",949711,4,2020,9,NA,5,3,1,25,1,4,2,NA,1,0,3,2,6,0,0,1,3,8,2,NA,0,NA,NA,1995,NA,9,0,3,1,1,4,4,5,2,75,NA,1,NA,1995,4,"949711_4",11374,"B",-2.51536437491869,-5.34596073156981,-5.35987596554896
"309593",949711,5,2020,9,NA,5,3,1,24,1,4,2,NA,3,5,3,2,2,0,0,7,3,3,2,NA,0,9,2,1996,NA,3,0,3,1,1,4,4,5,NA,NA,NA,10,1,1996,5,"949711_5",11375,"B",-7.55078286565041,-6.33383195275812,-6.35078824705119
"309594",949717,1,2020,9,NA,5,1,1,68,5,6,2,NA,3,4,3,2,6,1,1,7,3,8,1,NA,0,9,2,1952,NA,9,0,1.5,1,1,2,2,2,NA,NA,NA,10,6,1952,1,"949717_1",11376,"B",-24.7037516535238,-13.4492560754129,-13.439913252318
"309595",949717,2,2020,9,NA,5,2,2,66,5,6,2,NA,2,0,3,2,6,0,0,5,3,8,1,NA,0,9,2,1954,NA,9,1,1.5,1,1,2,2,2,NA,NA,NA,5,NA,1954,2,"949717_2",11377,"B",-3.11356614337212,-5.53169905304901,-5.53266913224627
"309596",949718,1,2020,9,NA,5,1,1,63,4,5,2,NA,2,0,3,2,6,1,1,5,3,7,1,NA,0,9,2,1957,NA,7,1,2,1,1,2,2,3,NA,67,NA,5,NA,1957,1,"949718_1",11378,"B",-0.804621663489031,-4.55414966329815,-4.58265496851063
"309597",949718,2,2020,9,NA,5,2,2,49,3,4,2,NA,1,0,3,2,6,0,0,2,3,7,1,NA,0,9,2,1971,NA,7,0,2,1,1,2,2,3,NA,68,NA,2,NA,1971,2,"949718_2",11379,"B",-13.2923647844962,-7.23940783557689,-7.24967488539674
"309598",949718,3,2020,9,NA,5,3,1,17,1,3,NA,NA,3,6,3,2,NA,0,0,7,3,NA,2,NA,0,9,2,2003,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,2003,3,"949718_3",11380,"B",-20.1309109809335,-10.0123788241024,-9.98740099662144
"309599",949719,1,2020,9,NA,5,1,1,59,4,5,2,NA,2,0,3,2,6,1,1,5,3,7,1,NA,0,9,2,1961,NA,7,1,2.5,1,1,1,1,4,NA,75,NA,5,NA,1961,1,"949719_1",11381,"B",4.54060419284465,-0.730650290391151,-0.740627880271806
"309600",949719,2,2020,9,NA,5,2,2,59,4,4,NA,NA,3,2,3,2,NA,0,0,7,3,NA,1,NA,0,9,2,1961,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,1961,2,"949719_2",11382,"B",3.56175110489622,-1.61575790764936,-1.66217066364083
"309601",949719,3,2020,9,NA,5,3,1,20,1,4,NA,NA,3,6,3,2,NA,0,0,7,3,NA,2,NA,0,9,2,2000,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,2000,3,"949719_3",11383,"B",-19.2381021321277,-9.43063355040063,-9.43731891197996
"309602",949719,4,2020,9,NA,5,3,1,16,1,3,NA,NA,3,6,3,2,NA,0,0,7,3,NA,2,NA,0,9,2,2004,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,2004,4,"949719_4",11384,"B",-5.41080934932389,-6.04591366759132,-6.05425303211047
"309603",949720,1,2020,9,NA,5,1,1,65,4,4,NA,NA,3,4,3,2,NA,1,1,7,3,NA,1,NA,0,9,2,1955,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,4,1955,1,"949720_1",11385,"B",-6.92189069956778,-6.27607323708181,-6.26649430971252
"309604",949720,2,2020,9,NA,5,2,2,58,4,4,2,NA,2,0,3,2,5,0,0,5,3,6,1,NA,0,9,2,1962,NA,6,1,1.5,1,1,2,1,2,NA,NA,NA,5,NA,1962,2,"949720_2",11386,"B",-2.24155646207355,-5.26121797032222,-5.26259384540768
"309605",949733,1,2020,9,NA,5,1,1,63,4,6,2,NA,2,0,3,2,6,1,1,5,3,8,1,NA,0,9,2,1957,NA,9,1,1.5,1,1,2,2,2,NA,68,NA,5,NA,1957,1,"949733_1",11387,"B",1.91688032310279,-2.92007733789489,-2.97210528434756
"309606",949733,2,2020,9,NA,5,2,2,61,4,5,2,NA,2,0,3,2,6,0,0,6,3,7,1,NA,0,9,2,1959,NA,7,0,1.5,1,1,2,2,2,NA,NA,NA,8,NA,1959,2,"949733_2",11388,"B",1.22498880629514,-3.39988740423294,-3.40432829059474
"309607",949754,1,2020,9,NA,5,1,1,68,5,2,NA,NA,3,4,3,2,NA,1,1,7,3,NA,3,NA,0,14,3,1952,NA,NA,1,2,1,0,1,0,3,NA,NA,NA,10,1,1952,1,"949754_1",11389,"B",1.66909226758412,-3.09992890641681,-3.11280009974842
"309608",949754,2,2020,9,NA,5,4,2,88,5,2,NA,NA,3,2,3,2,NA,0,0,7,3,NA,4,NA,0,14,3,1932,NA,NA,0,2,0,0,1,0,3,NA,NA,NA,10,NA,1932,2,"949754_2",11390,"B",4.94959633227911,-0.324029110226623,-0.380389441011251
"309609",949754,3,2020,9,NA,5,4,2,48,3,3,NA,NA,3,2,3,2,NA,0,0,7,3,NA,3,NA,0,NA,NA,1972,NA,NA,0,2,0,0,1,0,3,1,NA,NA,10,NA,1972,3,"949754_3",11391,"B",0.659994452677651,-3.74363164472629,-3.72690368004124
"309610",949756,1,2020,9,NA,5,1,2,62,4,3,NA,NA,3,4,3,2,NA,1,1,7,3,NA,3,NA,0,18,3,1958,NA,NA,1,2,1,0,2,1,3,NA,NA,NA,10,1,1958,1,"949756_1",11392,"B",-16.0319809264374,-8.00319188530033,-7.9759360600753
"309611",949756,2,2020,9,NA,5,3,2,26,1,3,2,NA,1,0,3,2,2,0,0,1,3,2,2,NA,0,9,2,1994,NA,2,0,2,1,1,2,1,3,NA,NA,NA,1,NA,1994,2,"949756_2",11393,"B",2.19242934940509,-2.76869331459522,-2.79468302101004
"309612",949756,3,2020,9,NA,5,3,1,30,1,3,NA,NA,3,5,3,2,NA,0,0,7,3,NA,2,NA,0,9,2,1990,NA,NA,0,2,0,0,2,1,3,NA,NA,NA,10,1,1990,3,"949756_3",11394,"B",-23.3838001556495,-12.4617028271825,-12.3616520540962
"309613",949765,1,2020,9,NA,5,1,2,50,3,5,2,NA,2,0,3,2,6,1,1,5,3,8,1,NA,0,9,2,1970,NA,9,1,2.8,1,1,2,2,5,NA,70,NA,5,NA,1970,1,"949765_1",11395,"B",-0.506598637236559,-4.39781097661034,-4.44105736660206
"309614",949765,2,2020,9,NA,5,2,1,52,4,4,2,NA,2,0,3,2,3,0,0,6,3,4,1,NA,0,9,2,1968,NA,4,0,2.8,1,1,2,2,5,NA,80,NA,7,NA,1968,2,"949765_2",11396,"B",-13.4313836183344,-7.26684982758307,-7.27426944296026
"309615",949765,3,2020,9,NA,5,3,2,18,1,3,NA,NA,3,6,3,2,NA,0,0,7,3,NA,2,NA,0,9,2,2002,NA,NA,0,2.8,0,0,2,2,5,NA,NA,NA,10,NA,2002,3,"949765_3",11397,"B",2.45300055758327,-2.57326270564027,-2.57241310568147
"309616",949765,4,2020,9,NA,5,3,2,14,1,3,NA,NA,3,6,3,2,NA,0,0,7,3,NA,2,NA,0,9,2,2006,NA,NA,0,2.8,0,0,2,2,5,NA,NA,NA,10,NA,2006,4,"949765_4",11398,"B",-1.0413143621407,-4.67457157111041,-4.7066972506991
"309617",949765,5,2020,9,NA,5,3,2,8,1,1,NA,NA,3,6,3,2,NA,0,0,7,3,NA,2,NA,0,9,2,2012,NA,NA,0,2.8,0,0,2,2,5,NA,NA,NA,10,NA,2012,5,"949765_5",11399,"B",2.45983942454464,-2.55736786338582,-2.56220117761917
"309618",949781,1,2020,9,NA,5,1,2,50,3,4,2,NA,1,0,3,2,2,1,1,2,3,2,2,NA,0,9,2,1970,NA,2,1,1,1,1,1,1,1,NA,64,NA,2,NA,1970,1,"949781_1",11400,"B",-17.2119813742548,-8.49357457657056,-8.45115646388063
"309619",949857,1,2020,1,NA,3,1,2,72,5,4,NA,NA,3,4,1,1,NA,1,1,7,2,NA,2,NA,0,1,1,1948,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,2,1948,1,"949857_1",11401,"B",1.65683078758244,-3.11631434187037,-3.12189625083186
"309620",949858,1,2020,1,NA,3,1,2,64,4,3,NA,NA,3,4,1,1,NA,1,1,7,2,NA,4,NA,0,1,1,1956,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1956,1,"949858_1",11402,"B",-13.0724616173996,-7.20690000119836,-7.18572293138328
"309621",949858,2,2020,1,NA,3,4,2,94,5,2,NA,NA,3,4,1,1,NA,0,0,7,2,NA,4,NA,0,1,1,1926,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1926,2,"949858_2",11403,"B",-16.6991674816019,-8.2713708862033,-8.24739460320536
"309622",949859,1,2020,1,NA,3,1,1,70,5,2,NA,NA,3,4,1,1,NA,1,1,7,2,NA,2,NA,0,1,1,1950,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1950,1,"949859_1",11404,"B",-17.2984784814989,-8.52242628812768,-8.48267821218361
"309623",949860,1,2020,1,NA,3,1,1,64,4,3,NA,NA,3,4,1,1,NA,1,1,7,2,NA,3,NA,0,1,1,1956,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1956,1,"949860_1",11405,"B",0.841961058329494,-3.66372502809824,-3.65021817633264
"309624",949862,1,2020,1,NA,3,1,1,65,4,4,NA,NA,3,4,1,1,NA,1,1,7,2,NA,3,NA,0,1,1,1955,NA,NA,1,1.5,1,0,2,1,2,NA,NA,NA,10,6,1955,1,"949862_1",11406,"B",-16.6279628637644,-8.24493499314962,-8.21652589546073
"309625",949862,2,2020,1,NA,3,3,1,35,2,4,2,NA,2,0,1,1,3,0,0,5,2,4,2,NA,0,1,1,1985,NA,4,0,1.5,1,1,2,1,2,NA,68,NA,5,NA,1985,2,"949862_2",11407,"B",6.41781935815509,0.890224043947173,0.794138138351845
"309626",949879,1,2020,3,NA,3,1,1,74,5,2,NA,NA,3,4,1,1,NA,1,1,7,3,NA,1,NA,0,18,3,1946,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1946,1,"949879_1",11408,"B",-0.297679955784396,-4.29638911825131,-4.3291122833908
"309627",949879,2,2020,3,NA,3,2,2,65,4,2,NA,NA,3,2,1,1,NA,0,0,7,3,NA,1,NA,0,18,3,1955,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1955,2,"949879_2",11409,"B",0.224432367021488,-4.01638573964065,-4.00968809141039
"309628",949880,1,2020,3,NA,3,1,1,66,5,5,NA,NA,3,7,1,1,NA,1,1,7,3,NA,2,NA,0,3,1,1954,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1954,1,"949880_1",11410,"B",4.43630579440362,-0.822515055345991,-0.84614918577052
"309629",949882,1,2020,3,NA,3,1,2,49,3,4,NA,NA,3,2,1,1,NA,1,1,7,3,NA,1,NA,0,3,1,1971,NA,NA,0,2.8,0,0,1,1,5,NA,NA,NA,10,NA,1971,1,"949882_1",11411,"B",4.13975540737941,-1.11048675945895,-1.15804681908924
"309630",949882,2,2020,3,NA,3,2,1,52,4,3,2,NA,2,0,1,1,6,0,0,6,3,8,1,NA,0,15,3,1968,NA,8,1,2.8,1,1,1,1,5,NA,NA,NA,7,NA,1968,2,"949882_2",11412,"B",-1.63258360726273,-5.00314419297681,-5.02914953853384
"309631",949882,3,2020,3,NA,3,3,2,21,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,1999,NA,NA,0,2.8,0,0,1,1,5,NA,NA,NA,10,NA,1999,3,"949882_3",11413,"B",-18.8966974514449,-9.3222665961481,-9.30578016611618
"309632",949882,4,2020,3,NA,3,3,2,18,1,3,NA,NA,3,1,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2002,NA,NA,0,2.8,0,0,1,1,5,NA,NA,NA,10,NA,2002,4,"949882_4",11414,"B",-1.71597937214002,-5.03736956149047,-5.05469675550577
"309633",949882,5,2020,3,NA,3,3,2,12,1,2,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2008,NA,NA,0,2.8,0,0,1,1,5,NA,NA,NA,10,NA,2008,5,"949882_5",11415,"B",-1.0064079642112,-4.65766578832962,-4.6854322771026
"309634",949887,1,2020,3,NA,3,1,1,55,4,4,2,NA,1,0,1,1,6,1,1,3,3,8,3,NA,0,3,1,1965,NA,8,1,2,1,1,3,2,3,NA,65,NA,3,NA,1965,1,"949887_1",11416,"B",-13.398243979577,-7.25881164899797,-7.27168950802203
"309635",949887,2,2020,3,NA,3,2,2,43,3,3,2,NA,1,0,1,1,6,0,0,1,3,8,2,NA,0,18,3,1977,NA,8,0,2,1,1,3,2,3,NA,NA,NA,1,NA,1977,2,"949887_2",11417,"B",2.5895770974237,-2.43973469747821,-2.45862288796117
"309636",949887,3,2020,3,NA,3,3,1,19,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2001,NA,NA,0,2,1,0,3,2,3,NA,NA,NA,10,NA,2001,3,"949887_3",11418,"B",-22.7028600337971,-12.0115674011836,-11.8963297988087
"309637",949888,1,2020,3,NA,3,1,1,43,3,5,2,NA,2,0,1,1,6,1,1,5,2,7,1,NA,0,3,1,1977,NA,7,1,2.1,1,1,1,1,4,NA,65,NA,5,NA,1977,1,"949888_1",11419,"B",0.815753635236572,-3.67507069380834,-3.65832335120431
"309638",949888,2,2020,3,NA,3,2,2,43,3,5,NA,NA,3,2,1,1,NA,0,0,7,2,NA,1,NA,0,3,1,1977,NA,NA,0,2.1,0,0,1,1,4,NA,NA,NA,10,NA,1977,2,"949888_2",11420,"B",-0.831131053366327,-4.56130449127077,-4.59724536167333
