"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","Y1","Y2","Y3"
"42823",29680,4,2020,19,NA,4,3,1,26,1,3,NA,NA,3,5,5,3,NA,0,0,7,3,NA,2,4,14,19,3,1994,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,1,1994,4,"29680_4",71,"B",2.93985755131382,-3.39332134088738,-3.72664654574008
"43142",29737,1,2020,16,NA,5,1,1,69,5,5,NA,NA,3,4,4,3,NA,1,1,7,3,NA,1,1,14,16,3,1951,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,4,1951,1,"29737_1",72,"B",7.35794839698012,1.02461936381419,0.691286256805461
"43143",29737,2,2020,16,NA,5,2,2,67,5,5,NA,NA,3,4,4,3,NA,0,0,7,3,NA,1,2,14,16,3,1953,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,3,1953,2,"29737_2",73,"B",5.19551036202586,0.214410534413327,-0.0477526144083855
"122765",310002,1,2020,20,NA,3,1,1,82,5,2,NA,NA,3,4,5,3,NA,1,1,7,2,NA,1,2,11,20,3,1938,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,2,1938,1,"310002_1",348,"B",-20.5122644902835,-7.84565431788281,-7.17899062459856
"122766",310002,2,2020,20,NA,3,2,2,77,5,2,NA,NA,3,2,5,3,NA,0,0,7,2,NA,1,1,11,20,3,1943,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1943,2,"310002_2",349,"B",3.99479475084563,-2.33853581035181,-2.67186899778326
"122795",310005,1,2020,20,NA,3,1,2,73,5,3,NA,NA,3,4,5,3,NA,1,1,7,2,NA,4,1,11,20,3,1947,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1947,2,"310005_2",350,"B",-15.4619220427737,-2.80782179260915,-2.1418165162847
"44378",31093,1,2020,1,NA,3,1,1,66,5,4,2,NA,2,0,1,1,3,1,1,6,2,4,3,1,13,1,1,1954,NA,4,1,1,1,1,1,1,1,NA,67,NA,8,NA,1954,1,"31093_1",74,"B",-19.2756875133578,-8.76303465126783,-8.20973713221046
"45174",31220,2,2020,8,NA,3,2,1,85,5,1,NA,NA,3,4,2,1,NA,0,0,7,2,NA,1,2,13,8,1,1935,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,1,1935,1,"31220_1",76,"B",-19.9004029376024,-7.23373627093586,-6.5670696042692
"45173",31220,1,2020,8,NA,3,1,2,82,5,2,2,NA,2,0,2,1,3,1,1,6,2,4,1,1,13,8,1,1938,NA,4,1,1.5,1,1,2,1,2,NA,60,NA,7,NA,1938,2,"31220_2",75,"B",2.64890461293517,-3.67543347925437,-4.00829337884329
"45201",31221,1,2020,8,NA,3,1,2,82,5,4,NA,NA,3,4,2,1,NA,1,1,7,2,NA,4,1,13,12,2,1938,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,7,1938,1,"31221_1",77,"B",0.624766964052394,-5.34554139445118,-5.65976815016189
"45202",31221,2,2020,8,NA,3,3,2,41,3,3,NA,NA,3,4,2,1,NA,0,0,7,2,NA,2,2,13,8,1,1979,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1979,2,"31221_2",78,"B",-6.84951162644188,-9.27293358301226,-9.40048210704228
"47039",31625,1,2020,3,NA,4,1,2,63,4,5,2,NA,1,0,1,1,5,1,1,3,3,6,2,2,13,16,3,1957,NA,6,1,1,1,1,1,1,1,NA,67,NA,3,NA,1957,2,"31625_2",79,"B",-7.85772706741253,-2.49592902156025,-2.21372912441013
"47236",31652,1,2020,3,NA,1,1,1,79,5,3,NA,NA,3,4,1,1,NA,1,1,7,1,NA,1,1,13,15,3,1941,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1941,1,"31652_1",80,"B",-15.3016030270285,-3.2168122975773,-2.58077068023777
"47237",31652,2,2020,3,NA,1,2,2,77,5,5,NA,NA,3,4,1,1,NA,0,0,7,1,NA,1,2,13,3,1,1943,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,3,1943,2,"31652_2",81,"B",4.13957760358683,-2.19375567399739,-2.52708900439656
"47695",31695,1,2020,3,NA,3,1,1,56,4,3,2,NA,1,0,1,1,2,1,1,1,3,2,1,2,13,3,1,1964,NA,2,1,1.5,1,1,1,1,2,NA,65,NA,1,NA,1964,3,"31695_3",82,"B",-0.172299489328523,-6.17064568046193,-6.48634811157421
"47696",31695,2,2020,3,NA,3,2,2,51,4,3,NA,NA,3,2,1,1,NA,0,0,7,3,NA,1,1,13,13,3,1969,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1969,4,"31695_4",83,"B",-7.51680411673644,-0.564380708178089,-0.198463686675018
"47949",31724,1,2020,7,NA,2,1,1,62,4,4,2,NA,1,0,1,1,4,1,1,2,1,5,1,1,13,7,1,1958,NA,5,1,2.5,1,1,4,2,4,NA,63,NA,2,NA,1958,1,"31724_1",84,"B",5.42443926040094,-0.908845036639751,-1.24217578911558
"47950",31724,2,2020,7,NA,2,2,2,58,4,5,2,NA,1,0,1,1,6,0,0,2,1,8,1,2,13,1,1,1962,NA,9,0,2.5,1,1,4,2,4,NA,62,NA,2,NA,1962,2,"31724_2",85,"B",-3.72606795571057,-5.30573064362578,-5.38887078509501
"47951",31724,3,2020,7,NA,2,3,2,24,1,5,NA,NA,3,6,1,1,NA,0,0,7,1,NA,2,4,13,7,1,1996,NA,NA,0,2.5,1,0,4,2,4,NA,NA,NA,10,NA,1996,4,"31724_4",86,"B",-8.20004025949411,-5.23370045783125,-5.07757731037531
"47952",31724,4,2020,7,NA,2,4,2,21,1,4,NA,NA,3,6,1,1,NA,0,0,7,1,NA,2,5,13,7,1,1999,NA,NA,0,2.5,1,0,4,2,4,NA,NA,NA,10,NA,1999,5,"31724_5",87,"B",-9.43367420527903,-5.27986107121422,-5.06123932731607
"48200",31757,1,2020,3,NA,4,1,2,85,5,3,NA,NA,3,4,1,1,NA,1,1,7,3,NA,4,1,13,4,1,1935,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1935,1,"31757_1",88,"B",-13.7582802622493,-1.17895440833659,-0.516884626551716
"48625",31860,1,2020,15,NA,4,1,1,62,4,3,2,NA,1,0,4,3,6,1,1,2,3,8,1,1,13,15,3,1958,NA,9,1,2,1,1,3,3,3,NA,64,NA,2,NA,1958,1,"31860_1",89,"B",5.80530079715608,-0.528032536177048,-0.86136586951037
"48626",31860,2,2020,15,NA,4,2,2,59,4,4,2,NA,1,0,4,3,6,0,0,2,3,8,1,2,13,15,3,1961,NA,9,0,2,1,1,3,3,3,NA,NA,NA,2,NA,1961,2,"31860_2",90,"B",11.1539895233707,4.82113301964988,4.48782478261194
"48627",31860,3,2020,15,NA,4,3,2,31,2,4,2,NA,1,0,4,3,6,0,0,1,3,8,2,3,13,15,3,1989,NA,9,0,2,1,1,3,3,3,NA,NA,NA,1,NA,1989,4,"31860_4",91,"B",-12.9021648441813,-4.10577209061404,-3.6428040509526
"49568",32057,2,2020,1,NA,2,2,1,82,5,3,NA,NA,3,4,1,1,NA,0,0,7,1,NA,1,1,13,1,1,1938,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,7,1938,1,"32057_1",93,"B",0.729436876157614,-5.60389645172568,-5.93722978477217
"49567",32057,1,2020,1,NA,2,1,2,77,5,4,NA,NA,3,4,1,1,NA,1,1,7,1,NA,1,2,13,1,1,1943,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1943,2,"32057_2",92,"B",-3.57661185848577,-9.90993610041632,-10.2432689552548
"123353",321009,1,2020,8,NA,4,1,1,87,5,2,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,1,11,8,1,1933,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1933,1,"321009_1",351,"B",6.15350739170675,-0.179825931569815,-0.513159264373845
"123354",321009,2,2020,8,NA,4,2,2,84,5,2,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,2,11,8,1,1936,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,1,1936,3,"321009_3",352,"B",-22.7415929380965,-10.5624525263818,-9.9214451362916
"50063",32190,1,2020,3,NA,4,1,1,73,5,4,NA,NA,3,4,1,1,NA,1,1,7,3,NA,3,1,13,3,1,1947,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,3,1947,1,"32190_1",94,"B",-2.77481963547816,-9.10815206587488,-9.44148535168523
"51067",32320,2,2020,4,NA,4,2,1,62,4,4,2,NA,1,0,2,1,4,0,0,3,3,5,1,2,13,6,1,1958,NA,5,1,2,1,1,3,3,3,NA,NA,NA,3,NA,1958,1,"32320_1",96,"B",5.77270626141554,-0.560626818457262,-0.893960138450568
"51066",32320,1,2020,4,NA,4,1,2,58,4,5,2,NA,1,0,2,1,6,1,1,2,3,8,1,1,13,4,1,1962,NA,9,0,2,1,1,3,3,3,NA,63,NA,2,NA,1962,2,"32320_2",95,"B",5.6371369396083,-0.69619631382942,-1.02952964295772
"51068",32320,3,2020,4,NA,4,3,1,26,1,5,2,NA,1,0,2,1,6,0,0,2,3,8,2,3,13,4,1,1994,NA,9,0,2,1,1,3,3,3,NA,NA,NA,2,NA,1994,4,"32320_4",97,"B",0.537712291097385,-5.7956209739543,-6.12895430369386
"51786",32471,1,2020,15,NA,1,1,2,75,5,2,NA,NA,3,4,4,3,NA,1,1,7,1,NA,4,1,13,15,3,1945,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,8,1945,1,"32471_1",98,"B",-15.8222346317322,-3.32763055590259,-2.67001981506945
"52181",32524,1,2020,8,NA,5,1,1,75,5,5,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,1,13,8,1,1945,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,4,1945,1,"32524_1",99,"B",3.5069341936358,-2.82639912650389,-3.15973245914282
"52182",32524,2,2020,8,NA,5,2,2,72,5,5,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,2,13,8,1,1948,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,4,1948,2,"32524_2",100,"B",3.95946353077163,-2.34540758805064,-2.67724291009392
"52231",32556,1,2020,5,NA,3,1,2,73,5,3,NA,NA,3,4,2,1,NA,1,1,7,2,NA,4,1,13,5,1,1947,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,2,1947,1,"32556_1",101,"B",-0.18467015106359,-3.44363084868477,-3.61515509592799
"53296",32729,1,2020,8,NA,3,1,1,66,5,3,2,NA,2,0,2,1,4,1,1,6,2,5,1,1,13,8,1,1954,NA,5,1,1.5,1,1,1,1,2,NA,59,NA,6,NA,1954,1,"32729_1",102,"B",2.54382435292286,-3.78948375467565,-4.12281576033873
"53297",32729,2,2020,8,NA,3,2,2,62,4,3,NA,NA,3,2,2,1,NA,0,0,7,2,NA,1,2,13,8,1,1958,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1958,2,"32729_2",103,"B",-3.85665870336441,-4.39806403400039,-4.42655905140228
"53400",32734,1,2020,8,NA,3,1,1,55,4,3,2,NA,1,0,2,1,2,1,1,1,2,2,3,1,13,8,1,1965,NA,2,1,1,1,1,1,1,1,NA,58,NA,1,NA,1965,3,"32734_3",104,"B",0.62060376296799,-5.71250268945807,-6.04582408169102
"53713",32765,2,2020,8,NA,4,2,2,64,4,5,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,1,13,8,1,1956,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,2,1956,1,"32765_1",106,"B",0.390726901237678,-5.88638558482388,-6.21675992619554
"53712",32765,1,2020,8,NA,4,1,1,66,5,5,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,2,13,8,1,1954,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,4,1954,2,"32765_2",105,"B",-16.9956113566937,-4.3383991558205,-3.67223009261665
"53775",32772,2,2020,8,NA,4,2,1,71,5,3,NA,NA,3,4,2,1,NA,0,1,7,3,NA,1,2,13,8,1,1949,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1949,1,"32772_1",108,"B",-1.31656933202838,-7.62487664561047,-7.95689282000953
"53774",32772,1,2020,8,NA,4,1,2,68,5,4,NA,NA,3,2,2,1,NA,1,0,7,3,NA,1,1,13,16,3,1952,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1952,2,"32772_2",107,"B",-11.4762044553896,-0.593675012340742,-0.0209103048118555
"54084",32822,1,2020,18,NA,4,1,1,58,4,4,2,NA,1,0,4,3,6,1,1,2,3,8,2,3,13,18,3,1962,NA,9,1,1,1,1,1,1,1,NA,67,NA,2,NA,1962,4,"32822_4",109,"B",1.78471631710491,-4.54832683700151,-4.88164489774395
"54243",32839,1,2020,5,NA,2,1,1,75,5,4,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,1,13,5,1,1945,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1945,1,"32839_1",110,"B",-4.79555627696795,-4.29154895478589,-4.26502225361841
"54244",32839,2,2020,5,NA,2,2,2,76,5,3,NA,NA,3,2,2,1,NA,0,0,7,1,NA,1,2,13,5,1,1944,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1944,2,"32839_2",111,"B",-9.55648416216807,-4.88072866590459,-4.63463627136441
"54363",32861,1,2020,11,NA,3,1,1,74,5,2,NA,NA,3,4,3,2,NA,1,1,7,2,NA,1,2,13,11,2,1946,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1946,1,"32861_1",112,"B",-18.4100749836611,-6.445694881209,-5.81599066529047
"54364",32861,2,2020,11,NA,3,2,2,69,5,2,NA,NA,3,4,3,2,NA,0,0,7,2,NA,1,1,13,11,2,1951,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,1,1951,2,"32861_2",113,"B",-3.15752219583022,-4.83025565508543,-4.91829425820412
"54566",32887,1,2020,5,NA,3,1,1,58,4,4,NA,NA,3,5,2,1,NA,1,0,7,2,NA,1,1,13,5,1,1962,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,2,1962,1,"32887_1",114,"B",-9.63663791179826,-8.33058920108712,-8.26184979526022
"54567",32887,2,2020,5,NA,3,2,2,55,4,4,NA,NA,3,5,2,1,NA,0,1,7,2,NA,1,2,13,5,1,1965,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,2,1965,2,"32887_2",115,"B",-2.44989136599394,-8.78174820035051,-9.11500382321138
"55301",33036,1,2020,15,NA,4,1,1,84,5,2,NA,NA,3,4,4,3,NA,1,1,7,3,NA,1,1,13,15,3,1936,NA,NA,0,2.5,1,0,3,1,4,NA,NA,NA,10,1,1936,1,"33036_1",116,"B",-3.16898228696396,-9.45462088249806,-9.78544396647354
"55302",33036,2,2020,15,NA,4,2,2,81,5,2,NA,NA,3,2,4,3,NA,0,0,7,3,NA,1,2,13,15,3,1939,NA,NA,0,2.5,0,0,3,1,4,NA,NA,NA,10,NA,1939,2,"33036_2",117,"B",-14.342409254847,-3.82842052414604,-3.27505269621441
"55303",33036,3,2020,15,NA,4,3,1,55,4,3,2,NA,1,0,4,3,6,0,0,1,3,8,2,3,13,15,3,1965,NA,8,0,2.5,1,1,3,1,4,NA,NA,NA,1,NA,1965,3,"33036_3",118,"B",-18.2673456986804,-8.16358970653833,-7.63181307537296
"55304",33036,4,2020,15,NA,4,4,2,80,5,2,NA,NA,3,4,4,3,NA,0,0,7,3,NA,4,NA,13,15,3,1940,NA,NA,1,2.5,1,0,3,1,4,NA,NA,NA,10,NA,1940,4,"33036_4",119,"B",-5.88504836695309,-6.11047514601558,-6.10971952422307
"55367",33038,1,2020,15,NA,4,1,1,63,4,4,2,NA,1,0,4,3,6,1,1,1,3,8,1,1,13,15,3,1957,NA,9,1,3.3,1,1,2,2,6,NA,67,NA,1,NA,1957,1,"33038_1",120,"B",-18.3607031345508,-8.96064280052407,-8.46590278294372
"55368",33038,2,2020,15,NA,4,2,2,65,4,3,NA,NA,3,2,4,3,NA,0,0,7,3,NA,1,2,13,15,3,1955,NA,NA,0,3.3,0,0,2,2,6,NA,NA,NA,10,NA,1955,2,"33038_2",121,"B",-11.4323612182761,-9.80352794233052,-9.71779987517549
"55370",33038,4,2020,15,NA,4,3,1,30,1,3,2,NA,2,0,4,3,3,0,0,6,3,4,2,4,13,15,3,1990,NA,4,0,3.3,1,1,2,2,6,NA,NA,NA,8,NA,1990,3,"33038_3",123,"B",-3.67144938540575,-10.0011442412782,-10.3342860757978
"55369",33038,3,2020,15,NA,4,3,2,32,2,4,NA,NA,3,5,4,3,NA,0,0,7,3,NA,1,3,13,15,3,1988,NA,NA,0,3.3,0,0,2,2,6,NA,NA,NA,10,2,1988,6,"33038_6",122,"B",1.63261207322967,-4.70072125913489,-5.03405459241724
"55371",33038,5,2020,15,NA,4,4,1,32,2,4,NA,NA,3,5,4,3,NA,0,0,7,3,NA,1,5,13,NA,NA,1988,NA,NA,0,3.3,0,0,2,2,6,2,NA,NA,10,9,1988,7,"33038_7",124,"B",-11.4470024091532,-3.35133317267421,-2.92524531812269
"55372",33038,6,2020,15,NA,4,4,2,4,1,1,NA,NA,3,7,4,3,NA,0,0,7,3,NA,2,6,13,NA,NA,2016,NA,NA,0,3.3,0,0,2,2,6,2,NA,NA,10,NA,2016,8,"33038_8",125,"B",-3.48026414250231,-9.80127649963494,-10.1339613605367
"56109",33275,1,2020,13,NA,4,1,1,84,5,6,NA,NA,3,4,4,3,NA,1,1,7,3,NA,1,1,13,16,3,1936,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,3,1936,1,"33275_1",126,"B",2.91332793707573,-3.42000532024936,-3.75333864958226
"56110",33275,2,2020,13,NA,4,4,2,75,5,5,NA,NA,3,4,4,3,NA,0,0,7,3,NA,1,2,13,14,3,1945,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,3,1945,2,"33275_2",127,"B",11.3732846111401,5.08411327462733,4.75310425691613
"56202",33303,1,2020,8,NA,4,1,1,73,5,4,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,1,13,8,1,1947,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,3,1947,1,"33303_1",128,"B",-5.44775408918471,-8.62472230286459,-8.79193115621617
"56203",33303,2,2020,8,NA,4,2,2,81,5,3,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,2,13,8,1,1939,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,2,1939,2,"33303_2",129,"B",0.936843237824657,-5.39488931579018,-5.72813839755938
"124108",333081,1,2020,5,NA,3,1,1,85,5,5,NA,NA,3,4,2,1,NA,1,1,7,3,NA,4,1,11,12,2,1935,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,6,1935,1,"333081_1",353,"B",-1.50943782848757,-6.05113607413555,-6.2901728239065
"124109",333081,2,2020,5,NA,3,2,2,86,5,3,NA,NA,3,2,2,1,NA,0,0,7,3,NA,1,2,11,16,3,1934,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1934,2,"333081_2",354,"B",-6.44013129880308,-4.5962748438055,-4.49922976722668
"56411",33335,1,2020,10,NA,1,1,1,60,4,4,2,NA,1,0,3,2,6,1,1,1,1,8,1,1,13,10,2,1960,NA,9,1,1.5,1,1,2,2,2,NA,62,NA,1,NA,1960,1,"33335_1",130,"B",3.32736700509461,-3.00551256535464,-3.33882201643092
"56412",33335,2,2020,10,NA,1,2,2,61,4,3,NA,NA,3,4,3,2,NA,0,0,7,1,NA,1,2,13,10,2,1959,NA,NA,0,1.5,1,1,2,2,2,NA,NA,NA,10,1,1959,2,"33335_2",131,"B",2.01331645770514,-4.3196097058267,-4.65292160917049
"56947",33451,2,2020,19,NA,5,3,1,37,2,4,NA,NA,3,1,5,3,NA,0,0,7,4,NA,2,2,13,19,3,1983,NA,NA,0,2,0,0,1,0,3,NA,NA,NA,10,NA,1983,3,"33451_3",133,"B",-0.577118960308543,-6.85558842819675,-7.18603418966455
"56948",33451,3,2020,19,NA,5,3,2,27,1,4,NA,NA,3,1,5,3,NA,0,0,7,4,NA,2,3,13,19,3,1993,NA,NA,0,2,0,0,1,0,3,NA,NA,NA,10,NA,1993,4,"33451_4",134,"B",-20.5501939365109,-7.88609938619559,-7.21956809407373
"56946",33451,1,2020,19,NA,5,1,2,65,4,4,NA,NA,3,4,5,3,NA,1,1,7,4,NA,3,1,13,19,3,1955,NA,NA,1,2,1,0,1,0,3,NA,NA,NA,10,2,1955,5,"33451_5",132,"B",-17.7976003740273,-5.26146770676155,-4.60167125058967
"57021",33479,1,2020,19,NA,5,1,2,86,5,4,NA,NA,3,4,5,3,NA,1,1,7,4,NA,2,1,13,19,3,1934,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,3,1934,1,"33479_1",135,"B",-19.990318383343,-7.32455567481126,-6.65793658488854
"57022",33479,2,2020,19,NA,5,4,2,84,5,4,NA,NA,3,4,5,3,NA,0,0,7,4,NA,2,2,13,19,3,1936,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,2,1936,2,"33479_2",136,"B",-3.69167665107371,-7.0106994122779,-7.18538482076233
"58436",33839,1,2020,16,NA,4,1,2,74,5,3,NA,NA,3,4,4,3,NA,1,1,7,3,NA,3,1,13,16,3,1946,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1946,2,"33839_2",137,"B",0.0789471158421295,-2.01157324686959,-2.12160063438073
"58617",33882,1,2020,8,NA,1,1,1,69,5,3,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,1,13,8,1,1951,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1951,1,"33882_1",138,"B",5.53650136154947,-0.796829364364026,-1.13016256046474
"58618",33882,2,2020,8,NA,1,2,2,61,4,3,NA,NA,3,2,2,1,NA,0,0,7,1,NA,1,2,13,8,1,1959,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1959,2,"33882_2",139,"B",-12.2900704457978,-0.742228449844099,-0.134447292162327
"58869",33937,1,2020,12,NA,4,1,1,81,5,3,NA,NA,3,4,3,2,NA,1,1,7,3,NA,1,1,13,19,3,1939,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,8,1939,1,"33937_1",140,"B",-15.2840877211428,-11.9266924468053,-11.7499874323665
"58870",33937,2,2020,12,NA,4,2,2,73,5,2,NA,NA,3,4,3,2,NA,0,0,7,3,NA,1,2,13,19,3,1947,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1947,2,"33937_2",141,"B",-19.9086798115916,-7.92180977135142,-7.29092187449667
"60523",34252,2,2020,13,NA,3,4,1,72,5,3,NA,NA,3,4,4,3,NA,0,0,7,2,NA,2,1,13,13,3,1948,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1948,1,"34252_1",143,"B",-9.29184284523704,-2.26025906954033,-1.89017571292471
"60522",34252,1,2020,13,NA,3,1,2,71,5,3,NA,NA,3,4,4,3,NA,1,1,7,2,NA,4,NA,13,NA,NA,1949,NA,NA,0,1.5,1,0,2,0,2,2,NA,NA,10,NA,1949,2,"34252_2",142,"B",-0.336863004265603,-4.31065738108355,-4.34126420690113
"62779",34778,2,2020,16,NA,3,4,2,83,5,2,NA,NA,3,2,4,3,NA,0,0,7,3,NA,4,1,13,16,3,1937,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,NA,1937,2,"34778_2",145,"B",4.47280001087448,-1.8599841489308,-2.19328857839423
"62778",34778,1,2020,16,NA,3,1,1,57,4,4,2,NA,1,0,4,3,6,1,1,2,3,7,2,2,13,16,3,1963,NA,7,1,1.5,1,1,2,1,2,NA,66,NA,2,NA,1963,3,"34778_3",144,"B",0.401077869514037,-5.92787618609672,-6.26097903112886
"63119",34825,1,2020,8,NA,3,1,1,67,5,3,NA,NA,3,4,2,1,NA,1,1,7,2,NA,1,1,13,8,1,1953,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1953,1,"34825_1",146,"B",-3.04386396536104,-9.37719424076958,-9.7105274131595
"63120",34825,2,2020,8,NA,3,2,2,66,5,5,NA,NA,3,4,2,1,NA,0,0,7,2,NA,1,2,13,11,2,1954,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,1,1954,2,"34825_2",147,"B",-18.7220875368463,-8.41726851316756,-7.87490961718447
"63916",35022,2,2020,15,NA,4,2,1,54,4,3,2,NA,1,0,4,3,4,0,1,1,3,5,1,2,13,15,3,1966,NA,5,1,1.5,1,1,1,1,2,NA,NA,NA,1,NA,1966,1,"35022_1",149,"B",3.29803246025436,-3.0314963287648,-3.3646294229237
"63915",35022,1,2020,15,NA,4,1,2,54,4,4,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,1,13,15,3,1966,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1966,2,"35022_2",148,"B",-21.2576033728348,-9.95162188876692,-9.35657023171072
"65179",35234,1,2020,9,NA,3,1,1,81,5,3,NA,NA,3,4,3,2,NA,1,1,7,2,NA,1,1,13,9,2,1939,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1939,1,"35234_1",150,"B",3.22541895482973,-1.17026129125395,-1.40161288315309
"65180",35234,2,2020,9,NA,3,2,2,75,5,5,NA,NA,3,4,3,2,NA,0,0,7,2,NA,1,2,13,NA,NA,1945,NA,NA,0,1.5,1,0,2,0,2,1,NA,NA,10,3,1945,6,"35234_6",151,"B",0.313998115285731,-5.92954018357029,-6.25814746245745
"65614",35322,2,2020,13,NA,2,2,1,91,5,2,NA,NA,3,4,4,3,NA,0,0,7,1,NA,1,1,13,13,3,1929,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1929,1,"35322_1",153,"B",-16.261634709592,-8.44224387954381,-8.0306969937518
"65613",35322,1,2020,13,NA,2,1,2,83,5,2,NA,NA,3,4,4,3,NA,1,1,7,1,NA,1,2,13,13,3,1937,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1937,2,"35322_2",152,"B",1.82361181919966,-4.35071960544684,-4.67568441727034
"65647",35323,2,2020,13,NA,2,2,1,83,5,2,NA,NA,3,4,4,3,NA,0,0,7,1,NA,1,2,13,13,3,1937,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,8,1937,1,"35323_1",155,"B",-12.1322430443042,-8.23947650837432,-8.03459405911485
"65646",35323,1,2020,13,NA,2,1,2,83,5,2,NA,NA,3,4,4,3,NA,1,1,7,1,NA,1,1,13,13,3,1937,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1937,2,"35323_2",154,"B",1.65193634914978,-4.68139467816591,-5.0147278901299
"65801",35340,1,2020,18,NA,2,1,2,82,5,1,NA,NA,3,4,4,3,NA,1,1,7,1,NA,4,1,13,18,3,1938,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,NA,1938,2,"35340_2",156,"B",-1.18955593974511,-6.58943319698573,-6.87363726315629
