"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","X1","X2","X3"
"283291",889348,1,2016,3,NA,4,1,1,48,3,4,2,NA,2,0,1,1,6,1,1,6,3,8,2,1,2,3,1,1968,7,9,1,1,1,1,1,1,1,NA,66,NA,NA,NA,1968,1,"889348_1",7101,"A",-1.91246574843111,-2.83479792845809,0.333333333312895
"283308",889377,1,2016,4,NA,1,1,1,82,5,3,3,NA,3,4,2,1,7,1,1,7,1,9,1,1,2,12,2,1934,10,11,0,2,1,0,3,1,3,NA,NA,2,NA,NA,1934,1,"889377_1",7102,"A",-0.445378647918026,-0.60332304706362,0.318363204566829
"283309",889377,2,2016,4,NA,1,2,2,80,5,3,3,NA,3,2,2,1,7,0,0,7,1,9,1,2,2,4,1,1936,10,11,0,2,1,0,3,1,3,NA,NA,NA,NA,NA,1936,2,"889377_2",7103,"A",-0.284052256349115,-1.98720909150879,0.33059188115134
"283310",889377,3,2016,4,NA,1,3,1,47,3,4,2,NA,1,0,2,1,3,0,0,1,1,4,2,3,2,12,2,1969,1,4,1,2,1,1,3,1,3,NA,NA,NA,NA,NA,1969,3,"889377_3",7104,"A",1.43979476210407,0.154909074272095,0.323072384314592
"283317",889378,1,2016,4,NA,1,1,2,53,4,3,2,NA,1,0,2,1,6,1,1,1,1,8,3,1,2,4,1,1963,1,8,1,2,1,1,3,3,3,NA,65,NA,NA,NA,1963,1,"889378_1",7105,"A",0.112608099169843,-2.35229950847681,-0.666664716327166
"283319",889378,3,2016,4,NA,1,3,1,26,1,3,2,NA,1,0,2,1,2,0,0,1,1,2,2,2,2,4,1,1990,1,2,0,2,1,1,3,3,3,NA,NA,NA,NA,NA,1990,2,"889378_2",7107,"A",0.287130898567256,1.60419138454227,-0.661334854733408
"283318",889378,2,2016,4,NA,1,3,2,22,1,3,2,NA,1,0,2,1,2,0,0,1,1,2,2,3,2,4,1,1994,1,2,0,2,1,1,3,3,3,NA,65,NA,NA,NA,1994,3,"889378_3",7106,"A",0.734289417789298,1.67879304938886,-0.634782877690764
"283328",889392,1,2016,4,NA,1,1,2,55,4,4,2,NA,1,0,2,1,6,1,1,2,1,8,2,1,2,4,1,1961,2,9,1,1.5,1,1,2,1,2,NA,60,NA,NA,NA,1961,1,"889392_1",7108,"A",-0.920834393772863,-0.881212703209713,0.333333333333333
"283329",889392,2,2016,4,NA,1,4,2,87,5,2,3,NA,3,2,2,1,7,0,0,7,1,9,4,2,2,4,1,1929,10,11,0,1.5,1,0,2,1,2,NA,NA,NA,NA,NA,1929,2,"889392_2",7109,"A",0.802597622979048,0.0391652122320374,-0.666666641248159
"283340",889402,1,2016,4,NA,1,1,2,44,3,4,2,NA,1,0,2,1,6,1,1,2,1,8,1,1,2,4,1,1972,2,9,0,2.6,1,1,2,2,5,NA,67,NA,NA,NA,1972,1,"889402_1",7110,"A",-1.66733452798291,-5.30672666568332,-0.585401814102853
"283341",889402,2,2016,4,NA,1,2,1,44,3,4,1,NA,1,0,2,1,1,0,0,1,1,1,1,2,2,4,1,1972,1,1,1,2.6,1,1,2,2,5,NA,NA,NA,NA,NA,1972,2,"889402_2",7111,"A",1.19995715660254,1.42842954188761,0.333333333333331
"283342",889402,3,2016,4,NA,1,3,1,14,1,3,3,NA,3,6,2,1,7,0,0,7,1,9,2,3,2,4,1,2002,10,11,0,2.6,0,0,2,2,5,NA,NA,NA,NA,NA,2002,3,"889402_3",7112,"A",0.511504651782855,-2.87078822236753,-0.200310469185025
"283343",889402,4,2016,4,NA,1,3,2,11,1,2,3,NA,3,6,2,1,7,0,0,7,1,9,2,4,2,4,1,2005,10,11,0,2.6,0,0,2,2,5,NA,NA,NA,NA,NA,2005,4,"889402_4",7113,"A",-0.867410038615334,2.02989193733478,-0.207260696083644
"283344",889402,5,2016,4,NA,1,3,1,5,1,1,3,NA,3,7,2,1,7,0,0,7,1,9,2,5,2,4,1,2011,10,11,0,2.6,0,0,2,2,5,NA,NA,NA,NA,NA,2011,5,"889402_5",7114,"A",1.57579718434517,-4.12327503762193,-0.506221222310709
"283352",889403,1,2016,4,NA,1,1,2,77,5,2,3,NA,3,2,2,1,7,1,1,7,1,9,4,1,2,4,1,1939,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1939,1,"889403_1",7115,"A",0.191575489155752,-1.76302437154167,-0.666631234852057
"283357",889407,1,2016,4,NA,1,1,2,55,4,3,2,NA,2,0,2,1,6,1,1,6,1,8,3,1,2,4,1,1961,7,9,1,1.5,1,1,2,2,2,NA,60,NA,NA,NA,1961,1,"889407_1",7116,"A",-1.16074470828298,-2.57250762054989,-0.521945589842484
"283358",889407,2,2016,4,NA,1,3,1,31,2,3,2,NA,1,0,2,1,3,0,0,1,1,4,2,2,2,4,1,1985,1,4,0,1.5,1,1,2,2,2,NA,NA,NA,NA,NA,1985,2,"889407_2",7117,"A",0.290523321892856,5.92598620037348,0.190208046715856
"283381",889497,1,2016,5,NA,3,1,1,53,4,4,2,NA,1,0,2,1,3,1,1,2,2,4,1,1,2,3,1,1963,2,4,1,2,1,1,2,2,3,NA,65,NA,NA,NA,1963,1,"889497_1",7118,"A",-2.24602400467996,4.92026597345128,0.142533277001214
"283382",889497,2,2016,5,NA,3,2,2,54,4,3,3,NA,3,2,2,1,7,0,0,7,2,9,1,2,2,5,1,1962,10,11,0,2,0,0,2,2,3,NA,NA,NA,NA,NA,1962,2,"889497_2",7119,"A",-0.0780725034130523,-0.715289209909473,0.209221872420409
"283383",889497,3,2016,5,NA,3,3,1,27,1,4,3,NA,3,5,2,1,7,0,0,7,2,9,2,NA,2,5,1,1989,10,11,0,2,1,1,2,2,3,NA,NA,1,NA,NA,1989,5,"889497_5",7120,"A",-0.290228479954358,2.08755282261136,0.332675960937178
"283392",889512,1,2016,20,NA,1,1,2,77,5,2,3,NA,3,4,5,3,7,1,1,7,1,9,1,1,2,20,3,1939,10,11,0,1.5,1,0,2,0,2,NA,NA,8,NA,NA,1939,1,"889512_1",7121,"A",0.919813266219567,5.22088234728928,0.33303893279084
"283393",889512,2,2016,20,NA,1,2,1,84,5,2,3,NA,3,4,5,3,7,0,0,7,1,9,1,2,2,20,3,1932,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1932,2,"889512_2",7122,"A",-1.32236301914844,-0.484423600699846,0.247055666577729
"283406",889537,1,2016,20,NA,1,1,2,65,4,3,3,NA,3,4,5,3,7,1,1,7,1,9,3,1,2,20,3,1951,10,11,1,2.5,1,0,2,1,4,NA,NA,NA,NA,NA,1951,1,"889537_1",7123,"A",-0.962994583777448,-0.703383458193829,0.332849515220324
"283407",889537,2,2016,20,NA,1,2,1,66,5,4,1,NA,2,0,5,3,1,0,0,6,1,1,2,2,2,20,3,1950,7,1,0,2.5,1,1,2,1,4,NA,NA,NA,NA,NA,1950,2,"889537_2",7124,"A",-0.369676340949783,6.03522027746019,0.333325079334879
"283408",889537,3,2016,20,NA,1,3,2,38,2,3,3,NA,3,5,5,3,7,0,0,7,1,9,2,4,2,20,3,1978,10,11,0,2.5,0,0,2,1,4,NA,NA,1,NA,NA,1978,3,"889537_3",7125,"A",-0.410899093298186,6.14841894884522,-0.665329319975102
"283409",889537,4,2016,20,NA,1,3,1,35,2,3,3,NA,3,5,5,3,7,0,0,7,1,9,2,3,2,20,3,1981,10,11,0,2.5,0,0,2,1,4,NA,NA,1,NA,NA,1981,4,"889537_4",7126,"A",-0.843171149327493,1.47850594512853,-0.666631373301893
"283443",889576,1,2016,9,NA,2,1,2,83,5,2,3,NA,3,4,3,2,7,1,1,7,1,9,4,1,2,9,2,1933,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1933,1,"889576_1",7127,"A",0.25140438594894,-2.44631403606569,0.333333268627077
"283451",889577,2,2016,9,NA,2,3,1,46,3,3,3,NA,3,5,3,2,7,0,0,7,1,9,3,2,2,15,3,1970,10,11,0,1.5,0,0,1,0,2,NA,NA,1,NA,NA,1970,1,"889577_1",7129,"A",1.62168278315616,-4.0415074767755,-0.62828814419499
"283450",889577,1,2016,9,NA,2,1,2,74,5,2,3,NA,3,4,3,2,7,1,1,7,1,9,4,1,2,15,3,1942,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1942,2,"889577_2",7128,"A",-0.586993209491633,-1.19406852232974,0.32181655376478
"283460",889583,1,2016,9,NA,2,1,2,74,5,2,3,NA,3,4,3,2,7,1,1,7,1,9,4,1,2,9,2,1942,10,11,0,2,1,0,3,2,3,NA,NA,1,NA,NA,1942,1,"889583_1",7130,"A",0.0750050512087215,0.25230074065302,-0.022776721512251
"283461",889583,2,2016,9,NA,2,3,1,53,4,3,2,NA,1,0,3,2,2,0,0,1,1,2,2,2,2,9,2,1963,1,2,1,2,1,1,3,2,3,NA,NA,NA,NA,NA,1963,2,"889583_2",7131,"A",0.652571957901483,1.66619632078976,-0.666553203382927
"283462",889583,3,2016,9,NA,2,3,1,39,2,3,2,NA,1,0,3,2,2,0,0,1,1,2,2,3,2,9,2,1977,1,2,0,2,1,1,3,2,3,NA,NA,NA,NA,NA,1977,3,"889583_3",7132,"A",-0.523050124692197,-0.973372762051364,0.333262794143235
"283471",889587,2,2016,9,NA,2,2,1,64,4,3,3,NA,3,4,3,2,7,0,0,7,1,9,1,2,2,9,2,1952,10,11,1,1.5,1,0,2,0,2,NA,NA,9,NA,NA,1952,1,"889587_1",7134,"A",0.460806353262928,0.878222064535614,0.25856333561035
"283470",889587,1,2016,9,NA,2,1,2,71,5,2,3,NA,3,4,3,2,7,1,1,7,1,9,1,1,2,9,2,1945,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1945,2,"889587_2",7133,"A",-0.465207536643804,-2.68718728470857,0.094863836908174
"283492",889618,1,2016,12,NA,4,1,2,48,3,3,2,NA,1,0,3,2,6,1,1,1,3,8,3,1,2,12,2,1968,1,9,1,2,1,1,2,1,3,NA,67,NA,NA,NA,1968,1,"889618_1",7135,"A",-1.89956737316557,-4.14081040666096,-0.162882237247732
"283494",889618,3,2016,12,NA,4,3,1,15,1,3,3,NA,3,6,3,2,7,0,0,7,3,9,2,3,2,12,2,2001,10,11,0,2,0,0,2,1,3,NA,NA,NA,NA,NA,2001,2,"889618_2",7137,"A",-0.760093277290361,0.723669180627476,-0.535690885813548
"283493",889618,2,2016,12,NA,4,3,2,27,1,4,3,NA,3,5,3,2,7,0,0,7,3,9,2,2,2,12,2,1989,10,11,0,2,1,0,2,1,3,NA,NA,1,NA,NA,1989,3,"889618_3",7136,"A",-2.19441370457469,0.824381198838328,-0.0351309028856892
"283505",889623,1,2016,12,NA,4,1,1,50,3,6,2,NA,1,0,3,2,6,1,1,4,3,8,1,1,2,12,2,1966,4,9,1,3,1,1,2,2,5,NA,60,NA,NA,NA,1966,1,"889623_1",7138,"A",-0.656285641163332,0.180659442469804,0.333332935751988
"283506",889623,2,2016,12,NA,4,2,2,50,3,4,2,NA,1,0,3,2,6,0,0,1,3,8,1,2,2,18,3,1966,1,8,0,3,1,1,2,2,5,NA,NA,NA,NA,NA,1966,2,"889623_2",7139,"A",-0.22871611381029,1.30536242515485,-0.195422375369996
"283508",889623,4,2016,12,NA,4,3,2,22,1,4,3,NA,3,6,3,2,7,0,0,7,3,9,2,4,2,6,1,1994,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,1994,3,"889623_3",7141,"A",0.390119894742095,-1.14166542410751,-0.193951052218466
"283507",889623,3,2016,12,NA,4,3,1,22,1,5,3,NA,3,6,3,2,7,0,0,7,3,9,2,3,2,6,1,1994,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,1994,4,"889623_4",7140,"A",-0.0456156080497165,5.67685636989149,0.333333333333233
"283509",889623,5,2016,12,NA,4,3,2,19,1,4,3,NA,3,6,3,2,7,0,0,7,3,9,2,5,2,6,1,1997,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,1997,5,"889623_5",7142,"A",0.401705743004269,-2.2273533159083,-0.666666663069391
"283545",889706,1,2016,12,NA,1,1,2,35,2,4,2,NA,1,0,3,2,6,1,1,1,1,8,1,1,2,12,2,1981,1,9,1,1.8,1,1,2,2,3,NA,63,NA,NA,NA,1981,1,"889706_1",7143,"A",-0.263929128965712,-1.20094701082595,0.33333314594485
"283546",889706,2,2016,12,NA,1,2,1,36,2,4,2,NA,1,0,3,2,6,0,0,1,1,8,1,2,2,12,2,1980,1,9,0,1.8,1,1,2,2,3,NA,NA,NA,NA,NA,1980,2,"889706_2",7144,"A",1.03289998983078,4.8505547341243,0.333333333333333
"283547",889706,3,2016,12,NA,1,3,1,3,1,1,3,NA,3,7,3,2,7,0,0,7,1,9,2,3,2,12,2,2013,10,11,0,1.8,0,0,2,2,3,NA,NA,NA,NA,NA,2013,3,"889706_3",7145,"A",1.11135239312791,-2.70474196281379,0.329156610851586
"283563",889709,1,2016,6,NA,2,1,2,64,4,3,2,NA,1,0,2,1,6,1,1,1,1,8,3,2,2,6,1,1952,1,8,0,1.5,1,1,2,2,2,NA,64,NA,NA,NA,1952,2,"889709_2",7146,"A",0.225998878754299,0.178623990428415,0.292863282518688
"283564",889709,2,2016,6,NA,2,3,1,23,1,4,1,NA,1,0,2,1,1,0,0,1,1,1,2,3,2,6,1,1993,1,1,1,1.5,1,1,2,2,2,NA,NA,NA,NA,NA,1993,3,"889709_3",7147,"A",0.0861680080773533,3.11139509947872,-0.318072498820703
"283571",889710,1,2016,7,NA,1,1,2,45,3,3,3,NA,3,5,1,1,7,1,1,7,1,9,1,1,2,7,1,1971,10,11,0,2,1,1,2,2,3,NA,NA,1,NA,NA,1971,1,"889710_1",7148,"A",-0.247238625966628,1.59256125666404,0.248121172441352
"283572",889710,2,2016,7,NA,1,2,1,45,3,3,2,NA,1,0,1,1,2,0,0,1,1,2,1,2,2,3,1,1971,1,2,1,2,1,1,2,2,3,NA,NA,NA,NA,NA,1971,2,"889710_2",7149,"A",-2.64511816883201,-1.26470599586569,0.333333333333333
"283573",889710,3,2016,7,NA,1,3,2,17,1,3,3,NA,3,6,1,1,7,0,0,7,1,9,2,3,2,7,1,1999,10,11,0,2,0,0,2,2,3,NA,NA,NA,NA,NA,1999,3,"889710_3",7150,"A",-0.0524923441592793,-2.31893134525125,-0.665226355987762
"283581",889711,1,2016,17,NA,4,1,1,34,2,4,3,NA,3,5,4,3,7,1,1,7,3,9,2,1,2,17,3,1982,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1982,1,"889711_1",7151,"A",-1.02637606402206,-3.72588832102781,0.300260188194246
"283582",889711,2,2016,17,NA,4,2,2,35,2,4,3,NA,3,5,4,3,7,0,0,7,3,9,2,2,2,17,3,1981,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1981,2,"889711_2",7152,"A",1.19390811560232,4.25001335782251,0.333056630507433
"283595",889714,1,2016,16,NA,3,1,1,34,2,4,3,NA,3,7,4,3,7,1,1,7,2,9,3,1,2,16,3,1982,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1982,1,"889714_1",7153,"A",1.29216530524516,-0.455009347280976,0.33333332673041
"283601",889715,1,2016,6,NA,3,1,1,43,3,3,2,NA,1,0,2,1,2,1,1,1,2,2,2,1,2,6,1,1973,1,2,1,1,1,1,1,1,1,NA,67,NA,NA,NA,1973,1,"889715_1",7154,"A",0.784168840122845,-3.10769653923556,0.333333333333324
"283617",889719,1,2016,5,NA,3,1,2,28,1,4,2,NA,1,0,2,1,3,1,1,2,2,4,1,1,2,5,1,1988,2,4,0,1.5,1,1,2,2,2,NA,65,NA,NA,NA,1988,1,"889719_1",7155,"A",0.555582324190696,0.413573421431074,0.333321754114802
"283618",889719,2,2016,5,NA,3,2,1,33,2,5,2,NA,1,0,2,1,3,0,0,1,2,4,1,2,2,13,3,1983,1,4,1,1.5,1,1,2,2,2,NA,NA,NA,NA,NA,1983,2,"889719_2",7156,"A",-0.823033125648303,0.456880393399174,-0.650327645638074
"283628",889720,1,2016,13,NA,4,1,2,56,4,4,2,NA,1,0,4,3,6,1,1,2,3,7,3,1,2,13,3,1960,2,7,1,2,1,1,2,2,3,NA,65,NA,NA,NA,1960,1,"889720_1",7157,"A",-1.66320491113592,-5.2329046854862,0.333331537580992
"283629",889720,2,2016,13,NA,4,3,2,25,1,3,2,NA,1,0,4,3,3,0,0,1,3,4,2,2,2,13,3,1991,1,4,0,2,1,1,2,2,3,NA,NA,NA,NA,NA,1991,3,"889720_3",7158,"A",0.4601968492718,1.27060385670688,0.329623378069257
"283630",889720,3,2016,13,NA,4,3,2,19,1,4,3,NA,3,6,4,3,7,0,0,7,3,9,2,3,2,13,3,1997,10,11,0,2,0,0,2,2,3,NA,NA,NA,NA,NA,1997,4,"889720_4",7159,"A",0.274940344547523,5.3717901762874,0.331471561230081
"283641",889721,1,2016,13,NA,4,1,2,51,4,5,3,NA,3,2,4,3,7,1,0,7,3,9,1,1,2,13,3,1965,10,11,0,2.5,0,0,1,1,4,NA,NA,NA,NA,NA,1965,1,"889721_1",7160,"A",-0.210090884655048,3.0402886190541,0.189763733378384
"283642",889721,2,2016,13,NA,4,2,1,55,4,5,2,NA,1,0,4,3,5,0,1,4,3,6,1,2,2,13,3,1961,4,6,1,2.5,1,1,1,1,4,NA,NA,NA,NA,NA,1961,2,"889721_2",7161,"A",-0.323353323123191,-2.53223470771926,-0.658357634403402
"283643",889721,3,2016,13,NA,4,3,1,25,1,5,3,NA,3,6,4,3,7,0,0,7,3,9,1,3,2,13,3,1991,10,11,0,2.5,0,0,1,1,4,NA,NA,NA,NA,NA,1991,3,"889721_3",7162,"A",0.00209074237808346,7.10988928892196,0.329775839091763
"283644",889721,4,2016,13,NA,4,3,1,23,1,4,3,NA,3,6,4,3,7,0,0,7,3,9,2,4,2,13,3,1993,10,11,0,2.5,0,0,1,1,4,NA,NA,NA,NA,NA,1993,4,"889721_4",7163,"A",0.81678846888316,3.95865232990167,-0.637939570554341
"283655",889722,1,2016,13,NA,4,1,2,46,3,5,2,NA,1,0,4,3,6,1,1,2,3,8,1,1,2,12,2,1970,2,9,1,2.1,1,1,2,2,4,NA,67,NA,NA,NA,1970,1,"889722_1",7164,"A",-0.498479124867041,2.59167469762979,-0.255348088716438
"283656",889722,2,2016,13,NA,4,2,1,37,2,4,2,NA,1,0,4,3,2,0,0,2,3,3,1,2,2,13,3,1979,2,3,0,2.1,1,1,2,2,4,NA,NA,NA,NA,NA,1979,2,"889722_2",7165,"A",-0.57278970799995,-2.5595966043644,-0.0565943896340038
"283657",889722,3,2016,13,NA,4,3,1,9,1,1,3,NA,3,6,4,3,7,0,0,7,3,9,2,3,2,13,3,2007,10,11,0,2.1,0,0,2,2,4,NA,NA,NA,NA,NA,2007,3,"889722_3",7166,"A",0.940985769635408,-1.51878298337008,0.333333319316896
"283658",889722,4,2016,13,NA,4,3,2,6,1,1,3,NA,3,6,4,3,7,0,0,7,3,9,2,4,2,13,3,2010,10,11,0,2.1,0,0,2,2,4,NA,NA,NA,NA,NA,2010,4,"889722_4",7167,"A",-0.0414959929486211,2.2274891581363,0.333333324014714
"283670",889724,1,2016,13,NA,4,1,2,68,5,5,3,NA,3,4,4,3,7,1,1,7,3,9,1,1,2,13,3,1948,10,11,1,1.5,1,0,2,0,2,NA,NA,3,NA,NA,1948,1,"889724_1",7168,"A",1.28684640464844,1.59668034222371,-0.155089885453374
"283671",889724,2,2016,13,NA,4,2,1,71,5,5,3,NA,3,4,4,3,7,0,0,7,3,9,1,2,2,13,3,1945,10,11,0,1.5,1,0,2,0,2,NA,NA,3,NA,NA,1945,2,"889724_2",7169,"A",0.626944007559995,3.89362463363184,0.333305509984734
"283676",889725,1,2016,13,NA,4,1,2,83,5,2,3,NA,3,4,4,3,7,1,1,7,3,9,4,1,2,13,3,1933,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1933,1,"889725_1",7170,"A",1.44615428501313,-5.6456692327902,-0.658353919548394
"283679",889726,1,2016,13,NA,4,1,2,92,5,2,3,NA,3,4,4,3,7,1,1,7,3,9,4,1,2,12,2,1924,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1924,1,"889726_1",7171,"A",0.501761357189149,0.544595683283829,-0.33760772633451
"283688",889727,1,2016,13,NA,4,1,2,42,3,4,3,NA,3,2,4,3,7,1,1,7,3,9,3,1,2,12,2,1974,10,11,1,1.6,1,0,1,0,3,NA,NA,NA,NA,NA,1974,1,"889727_1",7172,"A",0.667471840949113,-1.53423331596323,0.281419217614828
"283689",889727,2,2016,13,NA,4,3,1,11,1,2,3,NA,3,6,4,3,7,0,0,7,3,9,2,3,2,13,3,2005,10,11,0,1.6,0,0,1,0,3,NA,NA,NA,NA,NA,2005,3,"889727_3",7173,"A",0.704924375500101,-3.53099821813143,0.333333300534667
"283690",889727,3,2016,13,NA,4,3,1,9,1,1,3,NA,3,6,4,3,7,0,0,7,3,9,2,4,2,13,3,2007,10,11,0,1.6,0,0,1,0,3,NA,NA,NA,NA,NA,2007,4,"889727_4",7174,"A",0.224830678843541,-1.70158484066838,0.333333333324983
"283697",889728,1,2016,13,NA,4,1,2,43,3,5,3,NA,3,5,4,3,7,1,1,7,3,9,3,1,2,12,2,1973,10,11,1,1.8,1,0,1,0,3,NA,NA,1,NA,NA,1973,1,"889728_1",7175,"A",1.33743666638139,-0.926842708597928,0.333333333333333
"283698",889728,2,2016,13,NA,4,3,2,16,1,3,3,NA,3,6,4,3,7,0,0,7,3,9,2,2,2,13,3,2000,10,11,0,1.8,0,0,1,0,3,NA,NA,NA,NA,NA,2000,2,"889728_2",7176,"A",-0.590359193247352,-1.03983104628103,-0.233277652639968
"283699",889728,3,2016,13,NA,4,3,2,11,1,2,3,NA,3,6,4,3,7,0,0,7,3,9,2,3,2,13,3,2005,10,11,0,1.8,0,0,1,0,3,NA,NA,NA,NA,NA,2005,3,"889728_3",7177,"A",1.14309121199022,-2.25539855265611,0.33333332877482
"283705",889729,1,2016,13,NA,4,1,2,75,5,4,3,NA,3,4,4,3,7,1,1,7,3,9,2,1,2,13,3,1941,10,11,1,1,1,0,1,0,1,NA,NA,2,NA,NA,1941,1,"889729_1",7178,"A",-0.627202018498909,-2.53227711243194,-0.666659597634769
"283737",889738,1,2016,19,NA,4,1,2,30,1,4,2,NA,1,0,5,3,6,1,1,1,3,8,2,1,2,19,3,1986,1,9,1,1,1,1,1,1,1,NA,60,NA,NA,NA,1986,1,"889738_1",7179,"A",-0.209572699937821,-3.98468347727018,0.0286469844215217
"283745",889739,1,2016,3,NA,5,1,2,35,2,5,2,NA,1,0,1,1,4,1,1,2,4,5,2,1,2,3,1,1981,2,5,1,1,1,1,1,1,1,NA,65,NA,NA,NA,1981,1,"889739_1",7180,"A",-1.776452209655,-4.80526435446068,-0.633641006036598
"283748",889740,1,2016,18,NA,4,1,1,31,2,4,2,NA,1,0,4,3,3,1,1,1,3,4,3,1,2,18,3,1985,1,4,1,1,1,1,1,1,1,NA,65,NA,NA,NA,1985,1,"889740_1",7181,"A",0.171949317038547,5.6023844532103,0.333322250213276
"283795",889753,1,2016,20,NA,3,1,2,73,5,2,3,NA,3,4,5,3,7,1,1,7,2,9,1,1,2,20,3,1943,10,11,0,1.5,1,0,2,0,2,NA,NA,9,NA,NA,1943,1,"889753_1",7182,"A",-0.726230422487715,-0.511524661548356,0.254459570685087
"283796",889753,2,2016,20,NA,3,2,1,80,5,2,3,NA,3,4,5,3,7,0,0,7,2,9,1,2,2,20,3,1936,10,11,1,1.5,1,0,2,0,2,NA,NA,9,NA,NA,1936,2,"889753_2",7183,"A",0.263623343208866,-4.86959134198064,0.319502678456808
"283805",890008,1,2016,15,NA,4,1,2,70,5,2,3,NA,3,4,4,3,7,1,1,7,3,9,4,1,1,15,3,1946,10,11,1,1.5,1,0,1,0,2,NA,NA,NA,NA,NA,1946,1,"890008_1",7184,"A",0.96148534167436,-0.767307949135432,-0.498115179606224
"283806",890008,2,2016,15,NA,4,3,2,38,2,3,3,NA,3,1,4,3,7,0,0,7,3,9,2,2,1,15,3,1978,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1978,2,"890008_2",7185,"A",-0.357169546138486,1.90601352468314,0.333270765465871
"283823",890030,1,2016,15,NA,4,1,1,41,3,3,3,NA,3,1,4,3,7,1,1,7,3,9,2,1,1,15,3,1975,10,11,1,1.5,1,0,1,0,2,NA,NA,NA,NA,NA,1975,1,"890030_1",7186,"A",1.23919461288831,0.201279558289253,0.333180144086593
"283824",890030,2,2016,15,NA,4,4,2,35,2,5,3,NA,3,1,4,3,7,0,0,7,3,9,2,2,1,15,3,1981,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1981,2,"890030_2",7187,"A",1.43266425700244,-1.39443572685656,0.0951694269475242
"283844",890055,2,2016,19,NA,4,4,2,92,5,2,3,NA,3,4,5,3,7,0,0,7,3,9,4,1,1,19,3,1924,10,11,0,1.5,1,0,2,1,2,NA,NA,NA,NA,NA,1924,1,"890055_1",7189,"A",-1.69433139417066,-4.25579891275676,0.333069169528664
"283843",890055,1,2016,19,NA,4,1,1,62,4,4,1,NA,1,0,5,3,1,1,1,2,3,1,2,2,1,19,3,1954,2,1,1,1.5,1,1,2,1,2,NA,67,NA,NA,NA,1954,2,"890055_2",7188,"A",-0.572842729824246,0.434086879883706,0.333333322417732
"283859",890101,1,2016,16,NA,3,1,2,54,4,5,2,NA,1,0,4,3,6,1,1,2,2,8,2,1,1,16,3,1962,2,9,1,1,1,1,1,1,1,NA,70,NA,NA,NA,1962,1,"890101_1",7190,"A",-1.58362789169158,-4.3902159456914,0.21095963198137
"283887",890123,1,2016,16,NA,3,1,2,94,5,1,3,NA,3,4,4,3,7,1,1,7,2,9,4,1,1,16,3,1922,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1922,1,"890123_1",7191,"A",-0.179336780327786,-4.70625574144775,0.332201694392015
"283907",890162,1,2016,16,NA,2,1,2,51,4,3,3,NA,3,2,4,3,7,1,0,7,1,9,1,1,1,16,3,1965,10,11,0,2,0,0,1,1,3,NA,NA,NA,NA,NA,1965,1,"890162_1",7192,"A",-0.88819086274638,0.54236168254079,-0.659206028343539
"283908",890162,2,2016,16,NA,2,2,1,53,4,3,2,NA,1,0,4,3,4,0,1,1,1,5,1,2,1,16,3,1963,1,5,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,1963,2,"890162_2",7193,"A",1.3645082763471,0.849922741133243,0.333332822674443
"283909",890162,3,2016,16,NA,2,3,2,19,1,4,3,NA,3,6,4,3,7,0,0,7,1,9,2,3,1,16,3,1997,10,11,0,2,0,0,1,1,3,NA,NA,NA,NA,NA,1997,3,"890162_3",7194,"A",-0.114120691209067,-3.32009171482193,0.275767636910274
"283939",890231,1,2016,15,NA,4,1,1,56,4,3,2,NA,1,0,4,3,6,1,1,1,3,8,1,1,1,15,3,1960,1,8,1,2.5,1,1,2,2,4,NA,67,NA,NA,NA,1960,1,"890231_1",7195,"A",0.141842177160916,2.45269929317661,0.00986022093096506
