"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","X1","X2","X3"
"298003",915875,1,2016,8,NA,2,1,2,81,5,2,3,NA,3,2,2,1,7,1,1,7,1,9,4,NA,0,8,1,1935,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1935,1,"915875_1",11344,"A",0.440670711596134,2.91753142767361,0.333318253893176
"298004",915882,1,2016,8,NA,2,1,1,56,4,3,3,NA,3,5,2,1,7,1,1,7,1,9,3,NA,0,8,1,1960,10,11,1,1,1,0,1,0,1,NA,NA,1,NA,NA,1960,1,"915882_1",11345,"A",-1.45216834734021,-2.25031512131523,0.333331328263927
"298006",915885,1,2016,8,NA,2,1,2,39,2,5,2,NA,2,0,2,1,6,1,1,6,1,8,1,NA,0,8,1,1977,8,8,1,1.8,1,1,2,2,3,NA,70,NA,NA,NA,1977,1,"915885_1",11346,"A",-0.41244485662322,-0.254642785821108,0.329586213119483
"298007",915885,2,2016,8,NA,2,2,1,46,3,5,2,NA,2,0,2,1,6,0,0,6,1,8,1,NA,0,8,1,1970,7,8,0,1.8,1,1,2,2,3,NA,NA,NA,NA,NA,1970,2,"915885_2",11347,"A",0.573542642751597,-1.21103872026912,-0.496973341123659
"298008",915885,3,2016,8,NA,2,3,2,7,1,1,3,NA,3,6,2,1,7,0,0,7,1,9,2,NA,0,8,1,2009,10,11,0,1.8,0,0,2,2,3,NA,NA,NA,NA,NA,2009,3,"915885_3",11348,"A",1.04552446630542,-1.54086131030961,-0.633768905198278
"298009",915895,1,2016,8,NA,2,1,2,55,4,4,2,NA,2,0,2,1,3,1,1,6,1,4,3,NA,0,3,1,1961,6,4,1,1,1,1,1,1,1,NA,62,NA,NA,NA,1961,1,"915895_1",11349,"A",1.99981169656624,-1.42032538956864,0.146793331279551
"298010",915896,1,2016,8,NA,2,1,2,41,3,5,3,NA,3,2,2,1,7,1,0,7,1,9,1,NA,0,NA,NA,1975,10,11,0,2.1,0,0,1,1,4,2,NA,NA,NA,NA,1975,1,"915896_1",11350,"A",-0.26539153829635,0.0798924953592819,0.333333208490722
"298011",915896,2,2016,8,NA,2,2,1,37,2,4,3,NA,3,2,2,1,7,0,1,7,1,9,1,NA,0,NA,NA,1979,10,11,1,2.1,1,1,1,1,4,2,NA,NA,NA,NA,1979,2,"915896_2",11351,"A",0.209604569066892,2.0145738626736,0.332625810001082
"298012",915896,3,2016,8,NA,2,3,2,7,1,1,3,NA,3,6,2,1,7,0,0,7,1,9,2,NA,0,3,1,2009,10,11,0,2.1,0,0,1,1,4,NA,NA,NA,NA,NA,2009,3,"915896_3",11352,"A",0.266295992214928,-1.56947868219989,0.324468032288939
"298013",915896,4,2016,8,NA,2,3,1,8,1,1,3,NA,3,6,2,1,7,0,0,7,1,9,2,NA,0,3,1,2008,10,11,0,2.1,0,0,1,1,4,NA,NA,NA,NA,NA,2008,4,"915896_4",11353,"A",-1.43029515182237,-1.45947075683148,0.324476192008208
"298014",915897,1,2016,8,NA,2,1,1,19,1,4,2,NA,1,0,2,1,6,1,1,1,1,8,2,NA,0,NA,NA,1997,1,8,0,2.5,1,1,3,3,4,1,65,NA,NA,NA,1997,1,"915897_1",11354,"A",-1.39831443229758,3.82905212657307,-0.338815915235927
"298015",915897,2,2016,8,NA,2,4,1,16,1,3,3,NA,3,6,2,1,7,0,0,7,1,9,2,NA,0,NA,NA,2000,10,11,0,2.5,0,0,3,3,4,1,NA,NA,NA,NA,2000,2,"915897_2",11355,"A",-1.42937870095089,3.31857289450261,0.333266422949164
"298016",915897,3,2016,8,NA,2,4,1,44,3,3,2,NA,1,0,2,1,2,0,0,1,1,3,1,NA,0,NA,NA,1972,1,3,1,2.5,1,1,3,3,4,1,NA,NA,NA,NA,1972,3,"915897_3",11356,"A",-1.5581768181736,3.23857587112544,-0.658643495060003
"298017",915897,4,2016,8,NA,2,4,2,41,3,3,2,NA,1,0,2,1,6,0,0,1,1,8,1,NA,0,NA,NA,1975,1,8,0,2.5,1,1,3,3,4,1,76,NA,NA,NA,1975,4,"915897_4",11357,"A",1.08317253363318,2.53132200973065,0.331686935630158
"298022",915902,1,2016,8,NA,2,1,2,67,5,4,3,NA,3,4,2,1,7,1,1,7,1,9,1,NA,0,8,1,1949,10,11,1,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1949,1,"915902_1",11358,"A",2.08960765629163,-1.44129694724296,-0.666665543183291
"298023",915902,2,2016,8,NA,2,2,1,68,5,3,3,NA,3,4,2,1,7,0,0,7,1,9,1,NA,0,8,1,1948,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1948,2,"915902_2",11359,"A",0.304441419947139,0.101106700786301,-0.65520616893121
"298026",915909,1,2016,8,NA,2,1,1,68,5,2,3,NA,3,4,2,1,7,1,1,7,1,9,1,NA,0,8,1,1948,10,11,1,1.5,1,0,2,1,2,NA,NA,8,NA,NA,1948,1,"915909_1",11360,"A",-0.345459323134341,-2.03947549234815,-0.666457340800968
"298027",915909,2,2016,8,NA,2,2,2,67,5,2,2,NA,2,0,2,1,3,0,0,6,1,4,1,NA,0,8,1,1949,6,4,0,1.5,1,1,2,1,2,NA,60,NA,NA,NA,1949,2,"915909_2",11361,"A",1.19908040942706,0.946991855742108,0.333315855424375
"298030",915914,1,2016,8,NA,2,1,1,71,5,2,3,NA,3,4,2,1,7,1,1,7,1,9,1,NA,0,8,1,1945,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1945,1,"915914_1",11362,"A",0.742416219185712,-1.98794819929077,0.264314445598631
"298031",915914,2,2016,8,NA,2,2,2,68,5,2,3,NA,3,4,2,1,7,0,0,7,1,9,1,NA,0,8,1,1948,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1948,2,"915914_2",11363,"A",1.28436571984164,-3.39361964569715,0.308722320434277
"298032",915931,1,2016,8,NA,2,1,1,46,3,3,2,NA,2,0,2,1,6,1,1,6,1,8,2,NA,0,8,1,1970,7,8,1,1.8,1,1,2,2,3,NA,70,NA,NA,NA,1970,1,"915931_1",11364,"A",-0.558706121127388,4.10537870129419,0.32685268642975
"298033",915931,2,2016,8,NA,2,2,2,47,3,4,2,NA,1,0,2,1,6,0,0,1,1,8,2,NA,0,8,1,1969,1,9,0,1.8,1,1,2,2,3,NA,NA,NA,NA,NA,1969,2,"915931_2",11365,"A",-0.0335757257509386,1.35624497127118,0.323341452929467
"298034",915931,3,2016,8,NA,2,3,1,7,1,1,3,NA,3,6,2,1,7,0,0,7,1,9,2,NA,0,8,1,2009,10,11,0,1.8,0,0,2,2,3,NA,NA,NA,NA,NA,2009,3,"915931_3",11366,"A",-0.0077538954789415,0.99892265960407,0.333333333239107
"298035",915943,1,2016,8,NA,2,1,2,54,4,5,2,NA,1,0,2,1,6,1,1,2,1,8,3,NA,0,8,1,1962,2,9,1,1.5,1,1,2,2,2,NA,65,NA,NA,NA,1962,1,"915943_1",11367,"A",0.967401856117599,-3.95817436899984,-0.198599698155268
"298036",915943,2,2016,8,NA,2,3,2,22,1,4,2,NA,1,0,2,1,6,0,0,2,1,8,2,NA,0,NA,NA,1994,2,8,0,1.5,1,1,2,2,2,1,NA,NA,NA,NA,1994,2,"915943_2",11368,"A",0.636758769196078,-0.0299308114565333,0.33333329426657
"298038",915992,1,2016,8,NA,3,1,2,67,5,4,3,NA,3,4,2,1,7,1,1,7,2,9,2,NA,0,8,1,1949,10,11,1,1,1,0,1,0,1,NA,NA,1,NA,NA,1949,1,"915992_1",11369,"A",-0.989256029263728,-4.542482058935,0.333332108496228
"298040",915996,1,2016,8,NA,3,1,2,80,5,2,3,NA,3,4,2,1,7,1,1,7,2,9,4,NA,0,8,1,1936,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1936,1,"915996_1",11370,"A",0.523915528833869,0.387022231020302,-0.0363914354908967
"298041",915999,1,2016,8,NA,3,1,1,88,5,4,3,NA,3,4,2,1,7,1,1,7,2,9,1,NA,0,18,3,1928,10,11,1,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1928,1,"915999_1",11371,"A",-1.01146811657147,-0.974716918174245,-0.666648327176528
"298042",915999,2,2016,8,NA,3,2,2,81,5,4,3,NA,3,4,2,1,7,0,0,7,2,9,1,NA,0,8,1,1935,10,11,0,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1935,2,"915999_2",11372,"A",-0.197288370253224,-1.88066244017667,0.267478678179539
"298043",916005,1,2016,8,NA,3,1,1,81,5,2,3,NA,3,4,2,1,7,1,1,7,2,9,1,NA,0,8,1,1935,10,11,1,1.5,1,0,2,0,2,NA,NA,8,NA,NA,1935,1,"916005_1",11373,"A",0.286955417350219,0.0472830368548222,0.28914059330239
"298044",916005,2,2016,8,NA,3,2,2,81,5,2,3,NA,3,4,2,1,7,0,0,7,2,9,1,NA,0,8,1,1935,10,11,0,1.5,1,0,2,0,2,NA,NA,9,NA,NA,1935,2,"916005_2",11374,"A",-2.25652219091195,-0.701314543999487,0.333333191195173
"298045",916011,1,2016,8,NA,3,1,2,54,4,4,2,NA,1,0,2,1,6,1,1,2,2,7,4,NA,0,8,1,1962,2,7,1,1.5,1,1,2,2,2,NA,65,NA,NA,NA,1962,1,"916011_1",11375,"A",0.0589329064368616,-5.08407689419593,0.259481322469901
"298046",916011,2,2016,8,NA,3,3,1,23,1,4,2,NA,1,0,2,1,6,0,0,2,2,8,2,NA,0,8,1,1993,2,8,0,1.5,1,1,2,2,2,NA,NA,NA,NA,NA,1993,2,"916011_2",11376,"A",0.314506117523117,-0.059048969644098,0.333291543303053
"298048",916012,1,2016,8,NA,3,1,1,53,4,3,2,NA,1,0,2,1,3,1,1,1,2,4,1,NA,0,8,1,1963,1,4,0,2.5,1,1,3,3,4,NA,67,NA,NA,NA,1963,1,"916012_1",11377,"A",-0.20959875251658,-4.62005211343641,-0.63972601336869
"298049",916012,2,2016,8,NA,3,2,2,47,3,3,2,NA,1,0,2,1,2,0,0,1,2,2,1,NA,0,8,1,1969,1,2,1,2.5,1,1,3,3,4,NA,NA,NA,NA,NA,1969,2,"916012_2",11378,"A",1.75305830173872,-0.44280651049831,0.261910700348149
"298050",916012,3,2016,8,NA,3,3,2,24,1,3,2,NA,1,0,2,1,3,0,0,1,2,4,2,NA,0,8,1,1992,1,4,0,2.5,1,1,3,3,4,NA,65,NA,NA,NA,1992,3,"916012_3",11379,"A",-1.60985687992044,5.14053924705927,0.305372608451191
"298051",916012,4,2016,8,NA,3,3,1,18,1,3,3,NA,3,6,2,1,7,0,0,7,2,9,2,NA,0,8,1,1998,10,11,0,2.5,0,0,3,3,4,NA,NA,NA,NA,NA,1998,4,"916012_4",11380,"A",0.522150973164946,-0.00973561698060058,-0.663820135942679
"298055",916036,1,2016,8,NA,2,1,2,84,5,2,3,NA,3,4,2,1,7,1,1,7,1,9,4,NA,0,8,1,1932,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1932,1,"916036_1",11381,"A",-1.26703554699909,1.74292891057801,0.332667174407689
"298056",916044,1,2016,8,NA,2,1,1,77,5,2,3,NA,3,4,2,1,7,1,1,7,1,9,1,NA,0,8,1,1939,10,11,1,1.5,1,0,2,0,2,NA,NA,10,NA,NA,1939,1,"916044_1",11382,"A",1.11353334775065,-0.191199134042239,-0.666666666666667
"298057",916044,2,2016,8,NA,2,2,2,74,5,2,3,NA,3,4,2,1,7,0,0,7,1,9,1,NA,0,8,1,1942,10,11,0,1.5,1,0,2,0,2,NA,NA,10,NA,NA,1942,2,"916044_2",11383,"A",-0.814181035669107,4.98896320759172,-0.648722567387346
"298061",916047,1,2016,8,NA,2,1,1,51,4,3,1,NA,1,0,2,1,1,1,1,1,1,1,1,NA,0,8,1,1965,1,1,1,1.5,1,1,1,1,2,NA,57,NA,NA,NA,1965,1,"916047_1",11384,"A",1.68922997748849,0.116697646030612,0.295981830797842
"298062",916047,2,2016,8,NA,2,2,2,48,3,3,3,NA,3,2,2,1,7,0,0,7,1,9,1,NA,0,8,1,1968,10,11,0,1.5,0,0,1,1,2,NA,NA,NA,NA,NA,1968,2,"916047_2",11385,"A",-0.445897823146456,-3.90133392985744,0.330633461404676
"298063",916052,1,2016,8,NA,2,1,1,57,4,3,2,NA,1,0,2,1,2,1,1,1,1,2,1,NA,0,8,1,1959,1,2,1,2.5,1,1,2,2,4,NA,60,NA,NA,NA,1959,1,"916052_1",11386,"A",0.282435746384151,-0.461247666138903,-0.646259849141325
"298064",916052,2,2016,8,NA,2,2,2,56,4,4,2,NA,1,0,2,1,6,0,0,2,1,7,1,NA,0,8,1,1960,2,7,0,2.5,1,1,2,2,4,NA,67,NA,NA,NA,1960,2,"916052_2",11387,"A",0.303149315051648,2.07222974508641,0.321142151988213
"298065",916052,3,2016,8,NA,2,3,1,25,1,5,3,NA,3,6,2,1,7,0,0,7,1,9,2,NA,0,8,1,1991,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1991,3,"916052_3",11388,"A",-0.128721992914965,2.53606716520815,0.333333333333333
"298066",916052,4,2016,8,NA,2,3,2,21,1,4,3,NA,3,6,2,1,7,0,0,7,1,9,2,NA,0,8,1,1995,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1995,4,"916052_4",11389,"A",-0.367481852157411,-0.562757226908778,0.320747623846338
"298071",916072,1,2016,8,NA,2,1,1,34,2,5,2,NA,2,0,2,1,6,1,1,6,1,8,1,NA,0,8,1,1982,7,8,0,1.8,1,1,2,2,3,NA,70,NA,NA,NA,1982,1,"916072_1",11390,"A",0.390561867737949,-0.0328652552199335,0.333318364205834
"298072",916072,2,2016,8,NA,2,2,2,36,2,4,2,NA,1,0,2,1,2,0,0,2,1,2,1,NA,0,8,1,1980,2,2,1,1.8,1,1,2,2,3,NA,NA,NA,NA,NA,1980,2,"916072_2",11391,"A",4.00665707047297,3.07606407744312,0.33171555475729
"298073",916072,3,2016,8,NA,2,3,2,5,1,1,3,NA,3,7,2,1,7,0,0,7,1,9,2,NA,0,8,1,2011,10,11,0,1.8,0,0,2,2,3,NA,NA,NA,NA,NA,2011,3,"916072_3",11392,"A",0.0683933322119589,3.62006339825614,-0.642304760537797
"298074",916083,1,2016,8,NA,4,1,1,70,5,3,2,NA,2,0,2,1,3,1,1,6,3,4,2,NA,0,8,1,1946,9,4,1,1,1,1,1,1,1,NA,60,NA,NA,NA,1946,1,"916083_1",11393,"A",-2.97802179653193,1.61368978573106,0.333302401888426
"298075",916086,1,2016,8,NA,4,1,2,80,5,3,3,NA,3,4,2,1,7,1,1,7,3,9,4,NA,0,3,1,1936,10,11,1,1,1,0,1,0,1,NA,NA,4,NA,NA,1936,1,"916086_1",11394,"A",-0.662901031984982,-2.91128139679501,0.00911020612504077
"298076",916098,1,2016,8,NA,4,1,1,55,4,6,2,NA,1,0,2,1,6,1,1,4,3,8,1,NA,0,8,1,1961,4,9,1,3,1,1,2,2,5,NA,70,NA,NA,NA,1961,1,"916098_1",11395,"A",2.67483854901483,1.35506289055364,-0.660937171931708
"298077",916098,2,2016,8,NA,4,2,2,51,4,5,2,NA,1,0,2,1,6,0,0,2,3,8,1,NA,0,8,1,1965,2,9,0,3,1,1,2,2,5,NA,NA,NA,NA,NA,1965,2,"916098_2",11396,"A",-0.344050297788874,2.88582320697302,0.332271774474616
"298078",916098,3,2016,8,NA,4,3,1,22,1,5,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,8,1,1994,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,1994,3,"916098_3",11397,"A",-1.44886461009778,-1.8245509417919,0.25816328614873
"298079",916098,4,2016,8,NA,4,3,2,18,1,3,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,8,1,1998,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,1998,4,"916098_4",11398,"A",0.0835322263322232,-6.13931162681273,-0.664963798799495
"298080",916098,5,2016,8,NA,4,3,1,14,1,3,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,8,1,2002,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,2002,5,"916098_5",11399,"A",-0.417538513895896,-0.847500719782412,-0.344781793957672
"298081",916112,1,2016,8,NA,4,1,2,45,3,5,2,NA,1,0,2,1,2,1,1,2,3,2,2,NA,0,8,1,1971,2,2,1,1,1,1,1,1,1,NA,67,NA,NA,NA,1971,1,"916112_1",11400,"A",0.294285650699643,1.84962053642886,-0.656744634781014
"298082",916122,1,2016,8,NA,4,1,1,35,2,3,2,NA,1,0,2,1,3,1,1,1,3,4,2,NA,0,15,3,1981,1,4,1,1,1,1,1,1,1,NA,67,NA,NA,NA,1981,1,"916122_1",11401,"A",1.44563032039802,-3.72353192874511,0.332666191412287
"298083",916128,1,2016,8,NA,4,1,1,68,5,4,3,NA,3,4,2,1,7,1,1,7,3,9,2,NA,0,8,1,1948,10,11,1,1,1,0,1,0,1,NA,NA,2,NA,NA,1948,1,"916128_1",11402,"A",-0.812217993987569,0.700281167178471,0.331344023145763
"298084",916136,1,2016,8,NA,4,1,1,73,5,2,3,NA,3,4,2,1,7,1,1,7,3,9,1,NA,0,8,1,1943,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1943,1,"916136_1",11403,"A",0.015698517564482,4.80361352627191,0.333237932993607
"298085",916136,2,2016,8,NA,4,2,2,67,5,2,3,NA,3,2,2,1,7,0,0,7,3,9,1,NA,0,8,1,1949,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1949,2,"916136_2",11404,"A",-2.82191275561088,0.399639955517876,0.329548725172718
"298086",916137,1,2016,8,NA,4,1,1,70,5,2,3,NA,3,4,2,1,7,1,1,7,3,9,1,NA,0,8,1,1946,10,11,1,1.5,1,0,2,0,2,NA,NA,10,NA,NA,1946,1,"916137_1",11405,"A",0.10922905547605,-6.22410266717718,-0.380719326678028
"298087",916137,2,2016,8,NA,4,2,2,69,5,2,3,NA,3,4,2,1,7,0,0,7,3,9,1,NA,0,8,1,1947,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1947,2,"916137_2",11406,"A",1.90234026134742,-4.53559413580073,0.322873110318153
"298088",916138,1,2016,8,NA,4,1,2,72,5,5,3,NA,3,4,2,1,7,1,1,7,3,9,4,NA,0,8,1,1944,10,11,1,1.5,1,0,2,1,2,NA,NA,5,NA,NA,1944,1,"916138_1",11407,"A",-0.223459497034997,3.70896072659343,0.333333333041122
"298089",916138,2,2016,8,NA,4,3,1,30,1,4,2,NA,1,0,2,1,6,0,0,1,3,8,2,NA,0,8,1,1986,1,9,0,1.5,1,1,2,1,2,NA,NA,NA,NA,NA,1986,2,"916138_2",11408,"A",0.106582431164047,1.84611063906268,-0.35063334797725
"298090",916147,1,2016,8,NA,4,1,2,51,4,4,3,NA,3,5,2,1,7,1,1,7,3,9,3,NA,0,8,1,1965,10,11,1,1.5,1,0,1,0,2,NA,NA,4,NA,NA,1965,1,"916147_1",11409,"A",-0.445141930395424,-3.87251010529058,0.33122687019576
"298091",916147,2,2016,8,NA,4,3,1,21,1,4,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,8,1,1995,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1995,2,"916147_2",11410,"A",0.782022042727673,2.83677932338765,0.333333320925599
"298092",916149,1,2016,8,NA,4,1,1,50,3,5,2,NA,1,0,2,1,2,1,1,2,3,2,1,NA,0,NA,NA,1966,2,2,1,2.6,1,1,2,2,5,2,68,NA,NA,NA,1966,1,"916149_1",11411,"A",-0.579556949859833,2.93877670668802,0.333333308200215
"298093",916149,2,2016,8,NA,4,2,2,51,4,4,2,NA,1,0,2,1,5,0,0,2,3,6,1,NA,0,8,1,1965,2,6,0,2.6,1,1,2,2,5,NA,64,NA,NA,NA,1965,2,"916149_2",11412,"A",1.93885089156454,2.56957803196123,-0.0203312902802916
"298094",916149,3,2016,8,NA,4,3,1,14,1,3,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,8,1,2002,10,11,0,2.6,0,0,2,2,5,NA,NA,NA,NA,NA,2002,3,"916149_3",11413,"A",-0.149624767948864,-3.71288288236602,0.333164661961269
"298095",916149,4,2016,8,NA,4,3,2,12,1,2,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,8,1,2004,10,11,0,2.6,0,0,2,2,5,NA,NA,NA,NA,NA,2004,4,"916149_4",11414,"A",1.59885467954918,-1.75559367982438,0.333333331927103
"298096",916149,5,2016,8,NA,4,3,2,8,1,1,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,8,1,2008,10,11,0,2.6,0,0,2,2,5,NA,NA,NA,NA,NA,2008,5,"916149_5",11415,"A",0.54251923641264,5.29690736666682,-0.666653962297625
"298102",916170,1,2016,8,NA,4,1,2,44,3,4,3,NA,3,5,2,1,7,1,0,7,3,9,1,NA,0,15,3,1972,10,11,0,1.8,0,0,1,1,3,NA,NA,1,NA,NA,1972,1,"916170_1",11416,"A",0.385114885506985,-2.35863815714519,0.31188608754576
"298103",916170,2,2016,8,NA,4,2,1,56,4,5,2,NA,1,0,2,1,6,0,1,2,3,8,1,NA,0,15,3,1960,2,9,1,1.8,1,1,1,1,3,NA,63,NA,NA,NA,1960,2,"916170_2",11417,"A",1.40911461268943,-3.25226470185802,0.33333332564753
"298104",916170,3,2016,8,NA,4,3,1,9,1,1,3,NA,3,6,2,1,7,0,0,7,3,9,2,NA,0,15,3,2007,10,11,0,1.8,0,0,1,1,3,NA,NA,NA,NA,NA,2007,3,"916170_3",11418,"A",0.595997447842566,-0.572998069602796,0.302429050649826
"298108",916173,1,2016,8,NA,3,1,2,63,4,3,3,NA,3,4,2,1,7,1,1,7,2,9,2,NA,0,8,1,1953,10,11,0,1.5,1,0,2,1,2,NA,NA,9,NA,NA,1953,1,"916173_1",11419,"A",-1.02588500339874,-3.93305472366682,0.270156356270849
"298109",916173,2,2016,8,NA,3,4,1,62,4,3,3,NA,3,4,2,1,7,0,0,7,2,9,2,NA,0,8,1,1954,10,11,1,1.5,1,1,2,1,2,NA,NA,8,NA,NA,1954,2,"916173_2",11420,"A",-1.26210373545424,-5.28680131513026,0.207810735193875
"298110",916176,1,2016,8,NA,3,1,1,53,4,4,2,NA,1,0,2,1,2,1,1,2,2,2,2,NA,0,8,1,1963,2,2,1,1,1,1,1,1,1,NA,64,NA,NA,NA,1963,1,"916176_1",11421,"A",0.242782415270765,-0.449258627954258,0.333333331907933
"298111",916196,1,2016,8,NA,3,1,1,43,3,4,2,NA,1,0,2,1,3,1,1,2,2,4,1,NA,0,8,1,1973,2,4,1,2.1,1,1,2,2,4,NA,67,NA,NA,NA,1973,1,"916196_1",11422,"A",-0.463531957686209,0.191433740677196,0.333283547923983
"298112",916196,2,2016,8,NA,3,2,2,41,3,5,2,NA,1,0,2,1,6,0,0,2,2,8,1,NA,0,8,1,1975,2,9,0,2.1,1,1,2,2,4,NA,NA,NA,NA,NA,1975,2,"916196_2",11423,"A",-0.562420585902708,-3.52283927630557,0.333333333333333
"298113",916196,3,2016,8,NA,3,3,1,10,1,2,3,NA,3,6,2,1,7,0,0,7,2,9,2,NA,0,8,1,2006,10,11,0,2.1,0,0,2,2,4,NA,NA,NA,NA,NA,2006,3,"916196_3",11424,"A",-0.864702680534935,-2.92560616352319,-0.648055935576539
"298114",916196,4,2016,8,NA,3,3,2,7,1,1,3,NA,3,6,2,1,7,0,0,7,2,9,2,NA,0,8,1,2009,10,11,0,2.1,0,0,2,2,4,NA,NA,NA,NA,NA,2009,4,"916196_4",11425,"A",0.0328036274488857,-3.70040370480526,-0.666634939618344
